year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pass_attempts,pass_completions,pass_yards,pass_touchdowns,pass_interceptions,pass_2points,rush_attempts,rush_yards,rush_touchdowns,rush_2points,receptions,reception_yards,reception_touchdowns,reception_2points,fumbles_lost,fumble_recovery_touchdowns
2019,10,RB,derrick-henry-henryde01,Derrick Henry,TEN,KC,home,30.00,0,0,0,0,0,0,23,188,2,0,2,3,0,0,0,0
2019,10,RB,aaron-jones-jonesaa02,Aaron Jones,GB,CAR,home,27.00,0,0,0,0,0,0,13,93,3,0,0,0,0,0,0,0
2019,10,RB,dalvin-cook-cookda04,Dalvin Cook,MIN,DAL,away,23.00,0,0,0,0,0,0,26,97,1,0,7,86,0,0,0,0
2019,10,RB,christian-mccaffrey-mccafch01,Christian McCaffrey,CAR,GB,away,19.00,0,0,0,0,0,0,20,108,1,0,6,33,0,0,0,0
2019,10,RB,melvin-gordon-gordome01,Melvin Gordon,LAC,OAK,away,18.00,0,0,0,0,0,0,22,108,1,0,1,25,0,0,0,0
2019,10,RB,josh-jacobs-jacobjo05,Josh Jacobs,OAK,LAC,home,16.00,0,0,0,0,0,0,16,71,1,0,3,30,0,0,0,0
2019,10,RB,chris-carson-carsoch01,Chris Carson,SEA,SF,away,15.00,0,0,0,0,0,0,25,89,1,0,3,12,0,0,0,0
2019,10,RB,ronald-jones-jonesro13,Ronald Jones II,TB,ARI,home,14.00,0,0,0,0,0,0,11,29,1,0,8,77,0,0,1,0
2019,10,RB,joe-mixon-mixonjo01,Joe Mixon,CIN,BAL,home,14.00,0,0,0,0,0,0,30,114,0,0,2,37,0,0,0,0
2019,10,RB,brian-hill-hillbr03,Brian Hill,ATL,NO,away,13.00,0,0,0,0,0,0,20,61,0,0,1,10,1,0,0,0
2019,10,RB,leveon-bell-bellle02,Le'Veon Bell,NYJ,NYG,home,12.00,0,0,0,0,0,0,18,34,1,0,4,34,0,0,0,0
2019,10,RB,nick-chubb-chubbni01,Nick Chubb,CLE,BUF,home,11.00,0,0,0,0,0,0,20,116,0,0,2,5,0,0,0,0
2019,10,RB,peyton-barber-barbepe01,Peyton Barber,TB,ARI,home,10.00,0,0,0,0,0,0,11,43,1,0,1,4,0,0,0,0
2019,10,RB,tarik-cohen-cohenta01,Tarik Cohen,CHI,DET,home,9.00,0,0,0,0,0,0,3,14,0,0,4,23,1,0,0,0
2019,10,RB,austin-ekeler-ekeleau01,Austin Ekeler,LAC,OAK,away,9.00,0,0,0,0,0,0,6,19,0,0,2,29,1,0,0,0
2019,10,RB,mark-ingram-ingrama02,Mark Ingram,BAL,CIN,away,9.00,0,0,0,0,0,0,9,34,1,0,0,0,0,0,0,0
2019,10,RB,damien-williams-willida20,Damien Williams,KC,TEN,away,9.00,0,0,0,0,0,0,19,77,0,0,5,32,0,0,1,0
2019,10,RB,tevin-coleman-colemte01,Tevin Coleman,SF,SEA,home,7.00,0,0,0,0,0,0,9,40,0,0,4,32,0,0,0,0
2019,10,RB,todd-gurley-gurleto02,Todd Gurley,LA,PIT,away,7.00,0,0,0,0,0,0,12,73,0,0,0,0,0,0,0,0
2019,10,RB,kareem-hunt-huntka01,Kareem Hunt,CLE,BUF,home,7.00,0,0,0,0,0,0,4,30,0,0,7,44,0,0,0,0
2019,10,RB,alvin-kamara-kamaral01,Alvin Kamara,NO,ATL,home,7.00,0,0,0,0,0,0,4,24,0,0,8,50,0,0,0,0
2019,10,RB,marlon-mack-mackma01,Marlon Mack,IND,MIA,home,7.00,0,0,0,0,0,0,19,74,0,0,1,8,0,0,0,0
2019,10,RB,alec-ingold-ingolal01,Alec Ingold,OAK,LAC,home,6.00,0,0,0,0,0,0,1,3,0,0,1,9,1,0,0,0
2019,10,RB,david-montgomery-montgda01,David Montgomery,CHI,DET,home,6.00,0,0,0,0,0,0,17,60,0,0,0,0,0,0,0,0
