year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2012,2,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,ARI,home,16.00,0,0,5,4,2
2012,2,K,justin-tucker-tuckeju01,Justin Tucker,BAL,PHI,away,15.00,2,2,3,3,2
2012,2,K,lawrence-tynes-tynesla01,Lawrence Tynes,NYG,TB,home,15.00,3,3,4,4,0
2012,2,K,mason-crosby-crosbma01,Mason Crosby,GB,CHI,home,13.00,2,2,3,3,1
2012,2,K,jason-hanson-hansoja01,Jason Hanson,DET,SF,away,13.00,1,1,5,4,0
2012,2,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,MIN,home,13.00,2,2,3,3,1
2012,2,K,connor-barth-barthco01,Connor Barth,TB,NYG,away,12.00,4,4,2,2,1
2012,2,K,phil-dawson-dawsoph01,Phil Dawson,CLE,CIN,away,11.00,3,3,2,2,1
2012,2,K,garrett-hartley-hartlga01,Garrett Hartley,NO,CAR,away,11.00,3,3,2,2,1
2012,2,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,WAS,home,11.00,2,2,3,3,0
2012,2,K,mike-nugent-nugenmi01,Mike Nugent,CIN,CLE,home,10.00,4,4,2,2,0
2012,2,K,blair-walsh-walshbl01,Blair Walsh,MIN,IND,away,10.00,2,2,2,2,1
2012,2,K,david-akers-akersda01,David Akers,SF,DET,home,9.00,3,3,2,2,0
2012,2,K,matt-bryant-bryanma01,Matt Bryant,ATL,DEN,home,9.00,3,3,2,2,0
2012,2,K,shayne-graham-grahash01,Shayne Graham,HOU,JAX,away,9.00,3,3,2,2,0
2012,2,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,DAL,home,9.00,3,3,2,2,0
2012,2,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,NYJ,home,9.00,3,3,2,2,0
2012,2,K,jay-feely-feelyja01,Jay Feely,ARI,NE,away,8.00,2,2,2,2,0
2012,2,K,nate-kaeding-kaedina01,Nate Kaeding,TEN,SD,away,8.00,5,5,1,1,0
2012,2,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,MIA,away,7.00,1,1,2,2,0
2012,2,K,alex-henery-heneral01,Alex Henery,PHI,BAL,home,6.00,3,3,1,1,0
2012,2,K,dan-carpenter-carpeda01,Dan Carpenter,MIA,OAK,home,5.00,5,5,0,0,0
2012,2,K,rian-lindell-linderi01,Rian Lindell,BUF,KC,home,5.00,5,5,0,0,0
2012,2,K,justin-medlock-medloju01,Justin Medlock,CAR,NO,home,5.00,5,5,0,0,0
2012,2,K,ryan-succop-succory01,Ryan Succop,KC,BUF,away,5.00,2,2,1,1,0
2012,2,K,rob-bironas-bironro01,Rob Bironas,TEN,SD,away,4.00,1,1,1,1,0
2012,2,K,billy-cundiff-cundibi01,Billy Cundiff,WAS,STL,away,4.00,4,4,1,0,0
2012,2,K,nick-folk-folkni01,Nick Folk,NYJ,PIT,away,4.00,1,1,1,1,0
2012,2,K,robbie-gould-gouldro01,Robbie Gould,CHI,GB,away,4.00,1,1,1,1,0
2012,2,K,matt-prater-pratema01,Matt Prater,DEN,ATL,away,3.00,3,3,0,0,0
2012,2,K,dan-bailey-baileda04,Dan Bailey,DAL,SEA,away,1.00,1,1,0,0,0
2012,2,K,josh-scobee-scobejo02,Josh Scobee,JAX,HOU,home,1.00,1,1,0,0,0
