year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2014,12,K,cody-parkey-parkeco02,Cody Parkey,TEN,PHI,away,21.00,4,4,6,5,1
2014,12,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,ARI,home,15.00,1,1,5,4,1
2014,12,K,billy-cundiff-cundibi01,Billy Cundiff,CLE,ATL,away,14.00,2,2,5,4,0
2014,12,K,justin-tucker-tuckeju01,Justin Tucker,BAL,NO,away,12.00,4,4,2,2,1
2014,12,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,JAX,home,11.00,2,2,3,3,0
2014,12,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,NYJ,home,10.00,5,5,1,1,1
2014,12,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,DET,home,10.00,4,4,2,2,0
2014,12,K,shayne-graham-grahash01,Shayne Graham,NO,BAL,home,9.00,3,3,2,2,0
2014,12,K,nick-novak-novakni01,Nick Novak,SD,STL,home,9.00,3,3,2,2,0
2014,12,K,matt-prater-pratema01,Matt Prater,DET,NE,away,9.00,0,0,4,3,0
2014,12,K,blair-walsh-walshbl01,Blair Walsh,MIN,GB,home,9.00,1,1,2,2,1
2014,12,K,matt-bryant-bryanma01,Matt Bryant,ATL,CLE,home,8.00,3,3,1,1,1
2014,12,K,mike-nugent-nugenmi01,Mike Nugent,CIN,HOU,away,8.00,2,2,2,2,0
2014,12,K,cairo-santos-santoca01,Cairo Santos,KC,OAK,away,8.00,2,2,2,2,0
2014,12,K,dan-bailey-baileda04,Dan Bailey,DAL,NYG,away,7.00,4,4,1,1,0
2014,12,K,randy-bullock-bullora01,Randy Bullock,HOU,CIN,home,7.00,1,1,2,2,0
2014,12,K,kai-forbath-forbaka01,Kai Forbath,WAS,SF,away,7.00,1,1,2,2,0
2014,12,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,MIA,home,7.00,4,4,2,1,0
2014,12,K,patrick-murray-murrapa02,Patrick Murray,TB,CHI,away,7.00,1,1,2,2,0
2014,12,K,mason-crosby-crosbma01,Mason Crosby,GB,MIN,away,6.00,3,3,1,1,0
2014,12,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,KC,home,6.00,3,3,1,1,0
2014,12,K,ryan-succop-succory01,Ryan Succop,TEN,PHI,away,6.00,3,3,1,1,0
2014,12,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,SD,away,6.00,3,3,2,1,0
2014,12,K,phil-dawson-dawsoph01,Phil Dawson,SF,WAS,home,5.00,2,2,1,1,0
2014,12,K,josh-brown-brownjo05,Josh Brown,NYG,DAL,home,4.00,4,4,0,0,0
2014,12,K,caleb-sturgis-sturgca01,Caleb Sturgis,MIA,DEN,away,4.00,4,4,0,0,0
2014,12,K,chandler-catanzaro-catanch01,Chandler Catanzaro,ARI,SEA,away,3.00,0,0,2,1,0
2014,12,K,nick-folk-folkni01,Nick Folk,NYJ,BUF,away,3.00,0,0,1,1,0
2014,12,K,robbie-gould-gouldro01,Robbie Gould,CHI,TB,home,3.00,3,3,1,0,0
2014,12,K,josh-scobee-scobejo02,Josh Scobee,JAX,IND,away,3.00,0,0,1,1,0
