year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2012,1,K,matt-bryant-bryanma01,Matt Bryant,ATL,KC,away,16.00,4,4,4,4,0
2012,1,K,billy-cundiff-cundibi01,Billy Cundiff,WAS,NO,away,16.00,4,4,4,4,0
2012,1,K,nate-kaeding-kaedina01,Nate Kaeding,SD,OAK,away,16.00,1,1,5,5,0
2012,1,K,blair-walsh-walshbl01,Blair Walsh,MIN,JAX,home,16.00,2,2,4,4,1
2012,1,K,david-akers-akersda01,David Akers,SF,GB,away,14.00,3,3,3,3,1
2012,1,K,justin-tucker-tuckeju01,Justin Tucker,BAL,CIN,home,14.00,5,5,3,3,0
2012,1,K,nick-folk-folkni01,Nick Folk,NYJ,BUF,home,12.00,6,6,2,2,0
2012,1,K,shayne-graham-grahash01,Shayne Graham,HOU,MIA,home,12.00,3,3,4,3,0
2012,1,K,robbie-gould-gouldro01,Robbie Gould,CHI,IND,home,11.00,5,5,2,2,0
2012,1,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,DET,away,11.00,2,2,3,3,0
2012,1,K,connor-barth-barthco01,Connor Barth,TB,CAR,home,10.00,1,1,3,3,0
2012,1,K,phil-dawson-dawsoph01,Phil Dawson,CLE,PHI,home,10.00,1,1,3,3,0
2012,1,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,TEN,away,10.00,4,4,2,2,0
2012,1,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,ARI,away,10.00,1,1,4,3,0
2012,1,K,jason-hanson-hansoja01,Jason Hanson,DET,STL,home,9.00,3,3,2,2,0
2012,1,K,josh-scobee-scobejo02,Josh Scobee,JAX,MIN,away,9.00,1,0,3,3,0
2012,1,K,jay-feely-feelyja01,Jay Feely,ARI,SEA,home,8.00,2,2,2,2,0
2012,1,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,SD,home,8.00,0,0,2,2,1
2012,1,K,rob-bironas-bironro01,Rob Bironas,TEN,NE,home,7.00,1,1,2,2,0
2012,1,K,mike-nugent-nugenmi01,Mike Nugent,CIN,BAL,away,7.00,1,1,2,2,0
2012,1,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,DEN,away,7.00,1,1,2,2,0
2012,1,K,dan-bailey-baileda04,Dan Bailey,DAL,NYG,away,6.00,3,3,1,1,0
2012,1,K,garrett-hartley-hartlga01,Garrett Hartley,NO,WAS,home,6.00,3,3,1,1,0
2012,1,K,ryan-succop-succory01,Ryan Succop,KC,ATL,home,6.00,3,3,2,1,0
2012,1,K,alex-henery-heneral01,Alex Henery,PHI,CLE,away,5.00,2,2,2,1,0
2012,1,K,matt-prater-pratema01,Matt Prater,DEN,PIT,home,5.00,2,2,1,1,0
2012,1,K,lawrence-tynes-tynesla01,Lawrence Tynes,NYG,DAL,home,5.00,2,2,1,1,0
2012,1,K,dan-carpenter-carpeda01,Dan Carpenter,MIA,HOU,away,4.00,1,1,1,1,0
2012,1,K,rian-lindell-linderi01,Rian Lindell,BUF,NYJ,away,4.00,4,4,0,0,0
2012,1,K,justin-medlock-medloju01,Justin Medlock,CAR,TB,away,4.00,1,1,1,1,0
2012,1,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,CHI,away,3.00,3,3,1,0,0
2012,1,K,mason-crosby-crosbma01,Mason Crosby,GB,SF,home,2.00,2,2,0,0,0
