year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2020,12,K,younghoe-koo-kooyo01,Younghoe Koo,ATL,LV,home,21.00,4,4,5,5,1
2020,12,K,graham-gano-ganogr01,Graham Gano,NYG,CIN,away,13.00,1,1,4,4,0
2020,12,K,jason-sanders-sandeja03,Jason Sanders,MIA,NYJ,away,12.00,2,2,2,2,2
2020,12,K,robbie-gould-gouldro01,Robbie Gould,SF,LA,away,11.00,2,2,4,3,0
2020,12,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,DAL,away,11.00,5,5,2,2,0
2020,12,K,jason-myers-myersja02,Jason Myers,SEA,PHI,away,11.00,2,2,3,3,0
2020,12,K,dan-bailey-baileda04,Dan Bailey,MIN,CAR,home,10.00,2,2,2,2,1
2020,12,K,nick-folk-folkni01,Nick Folk,NE,ARI,home,10.00,2,2,2,2,1
2020,12,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,DAL,WAS,home,10.00,1,1,3,3,0
2020,12,K,tyler-bass-bassty01,Tyler Bass,BUF,LAC,home,9.00,3,3,2,2,0
2020,12,K,harrison-butker-butkeha01,Harrison Butker,KC,TB,away,9.00,3,3,2,2,0
2020,12,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,DET,away,9.00,4,3,2,2,0
2020,12,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,TEN,IND,away,9.00,6,6,1,1,0
2020,12,K,cody-parkey-parkeco02,Cody Parkey,CLE,JAX,away,9.00,3,3,2,2,0
2020,12,K,aldrick-rosas-rosasal01,Aldrick Rosas,JAX,CLE,home,9.00,1,1,3,2,1
2020,12,K,joey-slye-slyejo01,Joey Slye,CAR,MIN,away,9.00,3,3,4,2,0
2020,12,K,matt-gay-gayma02,Matt Gay,LA,SF,home,8.00,2,2,2,2,0
2020,12,K,chris-boswell-boswech01,Chris Boswell,PIT,BAL,home,7.00,2,1,2,2,0
2020,12,K,wil-lutz-lutzwi01,Wil Lutz,NO,DEN,away,7.00,4,4,1,1,0
2020,12,K,daniel-carlson-carlsda01,Daniel Carlson,LV,ATL,away,6.00,0,0,2,2,0
2020,12,K,ryan-succop-succory01,Ryan Succop,TB,KC,home,6.00,3,3,1,1,0
2020,12,K,randy-bullock-bullora01,Randy Bullock,CIN,NYG,home,5.00,2,2,1,1,0
2020,12,K,mason-crosby-crosbma01,Mason Crosby,GB,CHI,home,5.00,6,5,0,0,0
2020,12,K,zane-gonzalez-gonzaza01,Zane Gonzalez,ARI,NE,away,5.00,2,2,2,1,0
2020,12,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,NO,home,5.00,0,0,1,1,1
2020,12,K,matt-prater-pratema01,Matt Prater,DET,HOU,home,5.00,2,2,1,1,0
2020,12,K,cairo-santos-santoca01,Cairo Santos,CHI,GB,away,5.00,2,2,1,1,0
2020,12,K,michael-badgley-badglmi01,Michael Badgley,LAC,BUF,away,3.00,1,0,1,1,0
2020,12,K,sergio-castillo-castise01,Sergio Castillo,NYJ,MIA,home,3.00,0,0,2,1,0
2020,12,K,jake-elliott-ellioja04,Jake Elliott,PHI,SEA,home,3.00,1,0,1,1,0
2020,12,K,rodrigo-blankenship-blankro01,Rodrigo Blankenship,IND,TEN,home,2.00,2,2,0,0,0
2020,12,K,justin-tucker-tuckeju01,Justin Tucker,BAL,PIT,away,2.00,2,2,0,0,0
