year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2012,13,K,jason-hanson-hansoja01,Jason Hanson,DET,IND,home,17.00,3,3,4,4,1
2012,13,K,connor-barth-barthco01,Connor Barth,TB,DEN,away,15.00,2,2,3,3,2
2012,13,K,matt-bryant-bryanma01,Matt Bryant,ATL,NO,home,13.00,2,2,3,3,1
2012,13,K,rian-lindell-linderi01,Rian Lindell,BUF,JAX,home,12.00,4,4,2,2,1
2012,13,K,mason-crosby-crosbma01,Mason Crosby,GB,MIN,home,11.00,2,2,4,3,0
2012,13,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,MIA,away,11.00,2,2,4,3,0
2012,13,K,ryan-succop-succory01,Ryan Succop,KC,CAR,home,11.00,3,3,2,2,1
2012,13,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,BAL,away,11.00,2,2,3,3,0
2012,13,K,dan-carpenter-carpeda01,Dan Carpenter,MIA,NE,home,10.00,1,1,3,3,0
2012,13,K,lawrence-tynes-tynesla01,Lawrence Tynes,NYG,WAS,away,10.00,1,1,4,3,0
2012,13,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,SF,home,10.00,0,0,3,2,2
2012,13,K,garrett-hartley-hartlga01,Garrett Hartley,NO,ATL,away,9.00,1,1,2,2,1
2012,13,K,alex-henery-heneral01,Alex Henery,PHI,DAL,away,9.00,3,3,2,2,0
2012,13,K,dan-bailey-baileda04,Dan Bailey,DAL,PHI,home,8.00,5,5,1,1,0
2012,13,K,phil-dawson-dawsoph01,Phil Dawson,CLE,OAK,away,8.00,2,2,3,2,0
2012,13,K,shayne-graham-grahash01,Shayne Graham,HOU,TEN,away,8.00,3,3,1,1,1
2012,13,K,mike-nugent-nugenmi01,Mike Nugent,CIN,SD,away,8.00,2,2,2,2,0
2012,13,K,justin-tucker-tuckeju01,Justin Tucker,BAL,PIT,home,8.00,2,2,2,2,0
2012,13,K,david-akers-akersda01,David Akers,SF,STL,away,7.00,1,1,3,2,0
2012,13,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,CLE,home,7.00,2,2,2,1,1
2012,13,K,nick-novak-novakni01,Nick Novak,SD,CIN,home,7.00,1,1,3,2,0
2012,13,K,matt-prater-pratema01,Matt Prater,DEN,TB,home,7.00,4,4,2,1,0
2012,13,K,jay-feely-feelyja01,Jay Feely,ARI,NYJ,away,6.00,0,0,2,2,0
2012,13,K,kai-forbath-forbaka01,Kai Forbath,NYG,WAS,away,5.00,2,2,1,1,0
2012,13,K,robbie-gould-gouldro01,Robbie Gould,CHI,SEA,home,5.00,2,2,1,1,0
2012,13,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,CHI,away,5.00,2,2,1,1,0
2012,13,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,DET,away,5.00,5,5,0,0,0
2012,13,K,rob-bironas-bironro01,Rob Bironas,TEN,HOU,home,4.00,1,1,1,1,0
2012,13,K,josh-scobee-scobejo02,Josh Scobee,JAX,BUF,away,4.00,1,1,1,1,0
2012,13,K,graham-gano-ganogr01,Graham Gano,CAR,KC,away,3.00,3,3,0,0,0
2012,13,K,blair-walsh-walshbl01,Blair Walsh,MIN,GB,away,2.00,2,2,1,0,0
2012,13,K,nick-folk-folkni01,Nick Folk,NYJ,ARI,home,1.00,1,1,2,0,0
