year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2020,2,K,younghoe-koo-kooyo01,Younghoe Koo,ATL,DAL,away,15.00,3,3,4,4,0
2020,2,K,justin-tucker-tuckeju01,Justin Tucker,BAL,HOU,away,15.00,3,3,4,4,0
2020,2,K,rodrigo-blankenship-blankro01,Rodrigo Blankenship,IND,MIN,home,14.00,2,2,4,4,0
2020,2,K,harrison-butker-butkeha01,Harrison Butker,KC,LAC,away,13.00,1,0,3,3,2
2020,2,K,randy-bullock-bullora01,Randy Bullock,CIN,CLE,away,12.00,3,3,3,3,0
2020,2,K,daniel-carlson-carlsda01,Daniel Carlson,LV,NO,home,12.00,4,4,2,2,1
2020,2,K,zane-gonzalez-gonzaza01,Zane Gonzalez,ARI,WAS,home,12.00,3,3,3,3,0
2020,2,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,TEN,JAX,home,11.00,4,3,2,2,1
2020,2,K,mason-crosby-crosbma01,Mason Crosby,GB,DET,home,10.00,4,4,2,2,0
2020,2,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,BAL,home,10.00,1,1,3,3,0
2020,2,K,jason-sanders-sandeja03,Jason Sanders,MIA,BUF,home,10.00,2,2,2,2,1
2020,2,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,DAL,ATL,home,10.00,4,4,2,2,0
2020,2,K,michael-badgley-badglmi01,Michael Badgley,LAC,KC,home,8.00,2,2,2,2,0
2020,2,K,tyler-bass-bassty01,Tyler Bass,BUF,MIA,away,7.00,4,4,1,1,0
2020,2,K,jake-elliott-ellioja04,Jake Elliott,PHI,LA,home,7.00,1,1,2,2,0
2020,2,K,sam-ficken-fickesa01,Sam Ficken,NYJ,SF,home,7.00,1,1,2,2,0
2020,2,K,graham-gano-ganogr01,Graham Gano,NYG,CHI,away,7.00,1,1,3,2,0
2020,2,K,robbie-gould-gouldro01,Robbie Gould,SF,NYJ,away,7.00,4,4,1,1,0
2020,2,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,PIT,away,7.00,1,1,3,2,0
2020,2,K,samuel-sloman-slomasa01,Samuel Sloman,LA,PHI,away,7.00,5,4,1,1,0
2020,2,K,ryan-succop-succory01,Ryan Succop,TB,CAR,home,7.00,4,4,1,1,0
2020,2,K,chris-boswell-boswech01,Chris Boswell,PIT,DEN,home,6.00,3,3,1,1,0
2020,2,K,nick-folk-folkni01,Nick Folk,NE,SEA,away,6.00,3,3,2,1,0
2020,2,K,josh-lambo-lambojo01,Josh Lambo,JAX,TEN,away,6.00,4,3,1,1,0
2020,2,K,wil-lutz-lutzwi01,Wil Lutz,NO,LV,away,6.00,3,3,1,1,0
2020,2,K,jason-myers-myersja02,Jason Myers,SEA,NE,home,5.00,5,5,0,0,0
2020,2,K,cody-parkey-parkeco02,Cody Parkey,CLE,CIN,home,5.00,5,5,0,0,0
2020,2,K,cairo-santos-santoca01,Cairo Santos,CHI,NYG,home,5.00,2,2,2,1,0
2020,2,K,joey-slye-slyejo01,Joey Slye,CAR,TB,away,5.00,2,2,1,1,0
2020,2,K,dan-bailey-baileda04,Dan Bailey,MIN,IND,away,3.00,0,0,1,1,0
2020,2,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,ARI,away,3.00,0,0,1,1,0
2020,2,K,matt-prater-pratema01,Matt Prater,DET,GB,away,3.00,3,3,1,0,0
