year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2012,15,K,blair-walsh-walshbl01,Blair Walsh,MIN,STL,away,24.00,3,3,5,5,3
2012,15,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,KC,home,19.00,0,0,6,5,2
2012,15,K,shayne-graham-grahash01,Shayne Graham,HOU,IND,home,17.00,2,2,6,5,0
2012,15,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,BUF,away,14.00,6,5,3,3,0
2012,15,K,dan-carpenter-carpeda01,Dan Carpenter,MIA,JAX,home,12.00,1,1,3,3,1
2012,15,K,david-akers-akersda01,David Akers,SF,NE,away,11.00,5,5,3,2,0
2012,15,K,dan-bailey-baileda04,Dan Bailey,DAL,PIT,home,11.00,3,3,2,2,1
2012,15,K,garrett-hartley-hartlga01,Garrett Hartley,NO,TB,home,11.00,5,5,2,2,0
2012,15,K,josh-brown-brownjo05,Josh Brown,CIN,PHI,away,10.00,4,4,2,2,0
2012,15,K,matt-bryant-bryanma01,Matt Bryant,ATL,NYG,home,10.00,4,4,2,2,0
2012,15,K,jay-feely-feelyja01,Jay Feely,ARI,DET,home,10.00,5,5,1,1,1
2012,15,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,SF,home,10.00,4,4,2,2,0
2012,15,K,matt-prater-pratema01,Matt Prater,DEN,BAL,away,10.00,4,4,3,2,0
2012,15,K,kai-forbath-forbaka01,Kai Forbath,WAS,CLE,away,8.00,5,5,1,1,0
2012,15,K,graham-gano-ganogr01,Graham Gano,CAR,SD,away,7.00,4,4,1,1,0
2012,15,K,alex-henery-heneral01,Alex Henery,PHI,CIN,home,7.00,1,1,2,2,0
2012,15,K,olindo-mare-mareol01,Olindo Mare,GB,CHI,away,7.00,1,1,2,2,0
2012,15,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,DAL,away,6.00,3,3,1,1,0
2012,15,K,rian-lindell-linderi01,Rian Lindell,BUF,SEA,home,5.00,2,2,1,1,0
2012,15,K,justin-tucker-tuckeju01,Justin Tucker,BAL,DEN,home,5.00,2,2,1,1,0
2012,15,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,HOU,away,5.00,2,2,1,1,0
2012,15,K,nick-folk-folkni01,Nick Folk,NYJ,TEN,away,4.00,1,1,1,1,0
2012,15,K,jason-hanson-hansoja01,Jason Hanson,DET,ARI,away,4.00,1,1,1,1,0
2012,15,K,mason-crosby-crosbma01,Mason Crosby,GB,CHI,away,3.00,3,3,2,0,0
2012,15,K,phil-dawson-dawsoph01,Phil Dawson,CLE,WAS,home,3.00,3,3,0,0,0
2012,15,K,josh-scobee-scobejo02,Josh Scobee,JAX,MIA,away,3.00,0,0,1,1,0
2012,15,K,rob-bironas-bironro01,Rob Bironas,TEN,NYJ,home,2.00,2,2,1,0,0
2012,15,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,MIN,home,2.00,2,2,1,0,0
2012,15,K,nick-novak-novakni01,Nick Novak,SD,CAR,home,1.00,1,1,0,0,0
2012,15,K,lawrence-tynes-tynesla01,Lawrence Tynes,NYG,ATL,away,0.00,0,0,1,0,0
