year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2013,10,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,ATL,away,17.00,3,3,4,4,1
2013,10,K,phil-dawson-dawsoph01,Phil Dawson,SF,CAR,home,11.00,0,0,3,3,1
2013,10,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,BUF,home,11.00,2,2,3,3,0
2013,10,K,blair-walsh-walshbl01,Blair Walsh,MIN,WAS,home,10.00,4,4,2,2,0
2013,10,K,rob-bironas-bironro01,Rob Bironas,TEN,JAX,home,9.00,3,3,2,2,0
2013,10,K,jay-feely-feelyja01,Jay Feely,ARI,HOU,home,9.00,3,3,2,2,0
2013,10,K,kai-forbath-forbaka01,Kai Forbath,WAS,MIN,away,9.00,3,3,2,2,0
2013,10,K,alex-henery-heneral01,Alex Henery,PHI,GB,away,9.00,3,3,3,2,0
2013,10,K,josh-scobee-scobejo02,Josh Scobee,JAX,TEN,away,9.00,3,3,2,2,0
2013,10,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,NYG,away,8.00,2,2,2,2,0
2013,10,K,rian-lindell-linderi01,Rian Lindell,TB,MIA,home,8.00,2,2,2,2,0
2013,10,K,nick-novak-novakni01,Nick Novak,SD,DEN,home,8.00,2,2,3,2,0
2013,10,K,justin-tucker-tuckeju01,Justin Tucker,BAL,CIN,home,8.00,2,2,2,2,0
2013,10,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,IND,away,8.00,5,5,1,1,0
2013,10,K,mason-crosby-crosbma01,Mason Crosby,GB,PHI,home,7.00,1,1,4,2,0
2013,10,K,robbie-gould-gouldro01,Robbie Gould,CHI,DET,home,7.00,1,1,2,2,0
2013,10,K,garrett-hartley-hartlga01,Garrett Hartley,NO,DAL,home,7.00,7,7,1,0,0
2013,10,K,caleb-sturgis-sturgca01,Caleb Sturgis,MIA,TB,away,7.00,1,1,2,2,0
2013,10,K,josh-brown-brownjo05,Josh Brown,NYG,OAK,home,6.00,3,3,1,1,0
2013,10,K,matt-bryant-bryanma01,Matt Bryant,ATL,SEA,home,6.00,1,1,1,1,1
2013,10,K,randy-bullock-bullora01,Randy Bullock,HOU,ARI,away,6.00,3,3,2,1,0
2013,10,K,graham-gano-ganogr01,Graham Gano,CAR,SF,away,6.00,1,1,2,1,1
2013,10,K,dan-bailey-baileda04,Dan Bailey,DAL,NO,away,5.00,2,2,1,1,0
2013,10,K,mike-nugent-nugenmi01,Mike Nugent,CIN,BAL,away,5.00,2,2,2,1,0
2013,10,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,PIT,away,4.00,1,1,1,1,0
2013,10,K,matt-prater-pratema01,Matt Prater,DEN,SD,away,4.00,4,4,0,0,0
2013,10,K,david-akers-akersda01,David Akers,DET,CHI,away,3.00,3,3,1,0,0
