year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2020,17,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,TEN,home,16.00,3,2,4,4,1
2020,17,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,DAL,NYG,away,15.00,1,1,4,4,1
2020,17,K,ryan-succop-succory01,Ryan Succop,TB,ATL,home,14.00,5,5,3,3,0
2020,17,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,LV,home,11.00,2,2,6,3,0
2020,17,K,samuel-sloman-slomasa01,Samuel Sloman,TEN,HOU,away,11.00,5,5,2,2,0
2020,17,K,tristan-vizcaino-vizcatr01,Tristan Vizcaino,SEA,SF,away,11.00,2,2,3,3,0
2020,17,K,matt-gay-gayma02,Matt Gay,LA,ARI,home,10.00,1,1,3,3,0
2020,17,K,cairo-santos-santoca01,Cairo Santos,CHI,GB,home,10.00,1,1,3,3,0
2020,17,K,matthew-wright-wrighma04,Matthew Wright,PIT,CLE,away,10.00,1,1,3,3,0
2020,17,K,younghoe-koo-kooyo01,Younghoe Koo,ATL,TB,away,9.00,3,3,2,2,0
2020,17,K,wil-lutz-lutzwi01,Wil Lutz,NO,CAR,away,9.00,4,3,2,2,0
2020,17,K,tyler-bass-bassty01,Tyler Bass,BUF,MIA,home,8.00,8,8,0,0,0
2020,17,K,rodrigo-blankenship-blankro01,Rodrigo Blankenship,IND,JAX,home,8.00,2,2,4,2,0
2020,17,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,PHI,away,8.00,2,2,2,2,0
2020,17,K,jason-myers-myersja02,Jason Myers,SEA,SF,away,8.00,3,2,2,2,0
2020,17,K,jason-sanders-sandeja03,Jason Sanders,MIA,BUF,away,8.00,2,2,2,2,0
2020,17,K,justin-tucker-tuckeju01,Justin Tucker,BAL,CIN,away,8.00,5,5,1,1,0
2020,17,K,dan-bailey-baileda04,Dan Bailey,MIN,DET,away,7.00,5,4,2,1,0
2020,17,K,graham-gano-ganogr01,Graham Gano,NYG,DAL,home,7.00,3,2,1,1,1
2020,17,K,matt-prater-pratema01,Matt Prater,DET,MIN,home,7.00,3,2,1,1,1
2020,17,K,daniel-carlson-carlsda01,Daniel Carlson,LV,DEN,away,6.00,3,3,1,1,0
2020,17,K,cody-parkey-parkeco02,Cody Parkey,CLE,PIT,home,6.00,3,3,1,1,0
2020,17,K,mason-crosby-crosbma01,Mason Crosby,GB,CHI,away,5.00,5,5,0,0,0
2020,17,K,michael-badgley-badglmi01,Michael Badgley,LAC,KC,away,4.00,4,4,0,0,0
2020,17,K,nick-folk-folkni01,Nick Folk,NE,NYJ,home,4.00,4,4,0,0,0
2020,17,K,harrison-butker-butkeha01,Harrison Butker,KC,LAC,home,3.00,3,3,0,0,0
2020,17,K,austin-seibert-seibeau01,Austin Seibert,CIN,BAL,home,3.00,0,0,1,1,0
2020,17,K,jake-elliott-ellioja04,Jake Elliott,PHI,WAS,home,2.00,2,2,0,0,0
2020,17,K,chase-mclaughlin-mclauch02,Chase McLaughlin,NYJ,NE,away,2.00,2,2,0,0,0
2020,17,K,aldrick-rosas-rosasal01,Aldrick Rosas,JAX,IND,away,2.00,2,2,0,0,0
2020,17,K,mike-nugent-nugenmi01,Mike Nugent,ARI,LA,away,1.00,1,1,1,0,0
2020,17,K,joey-slye-slyejo01,Joey Slye,CAR,NO,home,1.00,1,1,0,0,0
