year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,sacks,interceptions,safeties,fumble_recoveries,blocked_kicks,defensive_touchdowns,points_against,passing_yards_allowed,rushing_yards_allowed,total_yards_allowed
2017,10,DST,nfl,Atlanta Falcons,ATL,DAL,home,19.00,8.0,0,0,2,0,0,7,126,107,233
2017,10,DST,nfl,Los Angeles Rams,LA,HOU,home,18.00,3.0,2,0,2,0,0,7,194,89,283
2017,10,DST,nfl,Tampa Bay Buccaneers,TB,NYJ,home,17.00,6.0,1,0,1,0,0,10,219,56,275
2017,10,DST,nfl,New England Patriots,NE,DEN,away,16.00,0.0,1,0,1,1,1,16,221,118,339
2017,10,DST,nfl,Detroit Lions,DET,CLE,home,15.00,4.0,1,0,1,0,1,24,212,201,413
2017,10,DST,nfl,Los Angeles Chargers,LAC,JAX,away,13.00,3.0,2,0,0,1,0,20,263,135,398
2017,10,DST,nfl,Seattle Seahawks,SEA,ARI,away,12.00,2.0,0,1,1,1,0,16,256,34,290
2017,10,DST,nfl,New Orleans Saints,NO,BUF,away,11.00,2.0,1,0,0,0,0,10,129,69,198
2017,10,DST,nfl,Green Bay Packers,GB,CHI,away,11.00,5.0,0,0,1,0,0,16,268,55,323
2017,10,DST,nfl,Tennessee Titans,TEN,CIN,home,9.00,1.0,0,0,2,0,0,20,255,53,308
2017,10,DST,nfl,Indianapolis Colts,IND,PIT,home,9.00,1.0,1,0,0,1,0,20,228,88,316
2017,10,DST,nfl,Pittsburgh Steelers,PIT,IND,away,9.00,3.0,1,0,0,0,0,17,196,71,267
2017,10,DST,nfl,Cincinnati Bengals,CIN,TEN,away,9.00,4.0,1,0,1,0,0,24,236,180,416
2017,10,DST,nfl,Jacksonville Jaguars,JAX,LAC,home,8.00,0.0,1,0,1,0,0,17,235,87,322
2017,10,DST,nfl,New York Jets,NYJ,TB,away,7.00,1.0,1,0,0,0,0,15,181,90,271
2017,10,DST,nfl,San Francisco 49ers,SF,NYG,home,6.00,3.0,0,0,1,0,0,21,260,114,374
2017,10,DST,nfl,Cleveland Browns,CLE,DET,away,6.00,4.0,1,0,0,0,0,38,241,104,345
2017,10,DST,nfl,Arizona Cardinals,ARI,SEA,home,6.00,5.0,0,0,0,0,0,22,212,75,287
2017,10,DST,nfl,Chicago Bears,CHI,GB,home,4.00,3.0,0,0,0,0,0,23,182,160,342
2017,10,DST,nfl,Dallas Cowboys,DAL,ATL,away,4.00,1.0,1,0,0,0,0,27,204,132,336
2017,10,DST,nfl,New York Giants,NYG,SF,away,4.00,0.0,1,0,1,0,0,31,288,186,474
2017,10,DST,nfl,Washington Redskins,WAS,MIN,home,4.00,0.0,2,0,0,0,0,38,304,102,406
2017,10,DST,nfl,Carolina Panthers,CAR,MIA,home,3.00,0.0,1,0,0,0,0,21,213,100,313
2017,10,DST,nfl,Houston Texans,HOU,LA,away,3.00,3.0,0,0,0,0,0,33,339,104,443
2017,10,DST,nfl,Minnesota Vikings,MIN,WAS,away,3.00,1.0,1,0,0,0,0,30,313,81,394
2017,10,DST,nfl,Buffalo Bills,BUF,NO,home,2.00,0.0,0,0,1,0,0,47,184,298,482
2017,10,DST,nfl,Denver Broncos,DEN,NE,home,1.00,1.0,0,0,0,0,0,41,297,99,396
2017,10,DST,nfl,Miami Dolphins,MIA,CAR,away,0.00,0.0,0,0,0,0,0,45,254,294,548
