year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,sacks,interceptions,safeties,fumble_recoveries,blocked_kicks,defensive_touchdowns,points_against,passing_yards_allowed,rushing_yards_allowed,total_yards_allowed
2017,17,DST,nfl,Detroit Lions,DET,GB,home,19.00,4.0,2,0,2,0,0,11,153,103,256
2017,17,DST,nfl,Kansas City Chiefs,KC,DEN,away,18.00,5.0,2,0,1,0,1,24,226,110,336
2017,17,DST,nfl,Tennessee Titans,TEN,JAX,home,17.00,2.0,2,0,2,0,0,10,146,83,229
2017,17,DST,nfl,Pittsburgh Steelers,PIT,CLE,home,17.00,6.0,1,0,1,0,1,24,272,102,374
2017,17,DST,nfl,Jacksonville Jaguars,JAX,TEN,away,17.00,3.0,0,0,1,1,1,15,116,116,232
2017,17,DST,nfl,Dallas Cowboys,DAL,PHI,away,17.00,3.0,1,0,1,0,0,0,149,70,219
2017,17,DST,nfl,New York Giants,NYG,WAS,home,16.00,3.0,3,0,0,0,0,10,136,61,197
2017,17,DST,nfl,New England Patriots,NE,NYJ,home,16.00,4.0,0,1,0,0,0,6,207,40,247
2017,17,DST,nfl,Atlanta Falcons,ATL,CAR,home,15.00,2.0,3,0,0,0,0,10,161,87,248
2017,17,DST,nfl,New Orleans Saints,NO,TB,away,14.00,2.0,3,0,0,0,1,31,345,110,455
2017,17,DST,nfl,San Francisco 49ers,SF,LA,away,14.00,3.0,0,0,2,0,0,13,149,102,251
2017,17,DST,nfl,Los Angeles Chargers,LAC,OAK,home,13.00,2.0,1,0,1,0,0,10,231,105,336
2017,17,DST,nfl,Philadelphia Eagles,PHI,DAL,home,13.00,1.0,0,0,1,0,0,6,172,129,301
2017,17,DST,nfl,Denver Broncos,DEN,KC,home,13.00,2.0,1,0,1,0,1,27,269,110,379
2017,17,DST,nfl,Indianapolis Colts,IND,HOU,home,13.00,2.0,1,1,0,0,0,13,124,85,209
2017,17,DST,nfl,Tampa Bay Buccaneers,TB,NO,home,11.00,2.0,0,0,1,0,1,24,231,92,323
2017,17,DST,nfl,Cincinnati Bengals,CIN,BAL,away,10.00,1.0,1,0,0,0,1,27,194,118,312
2017,17,DST,nfl,Seattle Seahawks,SEA,ARI,home,10.00,1.0,1,0,0,0,1,26,143,116,259
2017,17,DST,nfl,Washington Redskins,WAS,NYG,away,10.00,2.0,1,0,0,1,0,18,121,260,381
2017,17,DST,nfl,Minnesota Vikings,MIN,CHI,home,10.00,1.0,0,1,0,0,0,10,171,30,201
2017,17,DST,nfl,Chicago Bears,CHI,MIN,away,9.00,2.0,0,0,0,0,1,23,180,147,327
2017,17,DST,nfl,Cleveland Browns,CLE,PIT,away,7.00,3.0,1,0,1,0,0,28,224,124,348
2017,17,DST,nfl,Buffalo Bills,BUF,MIA,away,7.00,1.0,1,0,0,0,0,16,263,93,356
2017,17,DST,nfl,Los Angeles Rams,LA,SF,home,6.00,0.0,2,0,1,0,0,34,292,169,461
2017,17,DST,nfl,Miami Dolphins,MIA,BUF,home,5.00,4.0,0,0,0,0,0,22,186,126,312
2017,17,DST,nfl,Oakland Raiders,OAK,LAC,away,5.00,1.0,0,0,0,2,0,30,380,115,495
2017,17,DST,nfl,Arizona Cardinals,ARI,SEA,away,4.00,3.0,0,0,0,0,0,24,195,101,296
2017,17,DST,nfl,New York Jets,NYJ,NE,away,3.00,2.0,0,0,0,0,0,26,183,147,330
2017,17,DST,nfl,Baltimore Ravens,BAL,CIN,home,3.00,1.0,0,0,1,0,0,31,213,146,359
2017,17,DST,nfl,Houston Texans,HOU,IND,away,2.00,1.0,0,0,0,0,0,22,104,146,250
2017,17,DST,nfl,Green Bay Packers,GB,DET,away,2.00,2.0,0,0,0,0,0,35,305,51,356
2017,17,DST,nfl,Carolina Panthers,CAR,ATL,away,2.00,1.0,0,0,0,0,0,22,311,60,371
