year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2021,15,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,JAX,away,16.00,3,3,3,3,2
2021,15,K,chris-boswell-boswech01,Chris Boswell,PIT,TEN,home,13.00,1,1,5,4,0
2021,15,K,evan-mcpherson-mcpheev01,Evan McPherson,CIN,DEN,away,13.00,0,0,3,3,2
2021,15,K,riley-patterson-patteri01,Riley Patterson,DET,ARI,home,12.00,3,3,3,3,0
2021,15,K,daniel-carlson-carlsda01,Daniel Carlson,LV,CLE,away,10.00,1,1,3,3,0
2021,15,K,matt-gay-gayma02,Matt Gay,LA,SEA,home,10.00,2,2,2,2,1
2021,15,K,matthew-wright-wrighma04,Matthew Wright,JAX,HOU,home,10.00,1,1,3,3,0
2021,15,K,michael-badgley-badglmi01,Michael Badgley,IND,NE,home,9.00,3,3,3,2,0
2021,15,K,jake-elliott-ellioja04,Jake Elliott,PHI,WAS,home,9.00,3,3,2,2,0
2021,15,K,brett-maher-maherbr02,Brett Maher,NO,TB,away,9.00,0,0,3,3,0
2021,15,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,DAL,NYG,away,9.00,2,0,3,3,0
2021,15,K,harrison-butker-butkeha01,Harrison Butker,KC,LAC,away,8.00,2,2,2,2,0
2021,15,K,tyler-bass-bassty01,Tyler Bass,BUF,CAR,home,7.00,4,4,1,1,0
2021,15,K,randy-bullock-bullora01,Randy Bullock,TEN,PIT,away,7.00,1,1,2,2,0
2021,15,K,mason-crosby-crosbma01,Mason Crosby,GB,BAL,away,7.00,4,4,1,1,0
2021,15,K,robbie-gould-gouldro01,Robbie Gould,SF,ATL,home,7.00,4,4,1,1,0
2021,15,K,younghoe-koo-kooyo01,Younghoe Koo,ATL,SF,away,7.00,1,1,2,2,0
2021,15,K,jason-sanders-sandeja03,Jason Sanders,MIA,NYJ,home,7.00,4,4,1,1,0
2021,15,K,graham-gano-ganogr01,Graham Gano,NYG,DAL,home,6.00,0,0,2,2,0
2021,15,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,CIN,home,6.00,1,1,2,1,1
2021,15,K,eddy-pineiro-pineied01,Eddy Pineiro,NYJ,MIA,away,6.00,3,3,1,1,0
2021,15,K,matt-prater-pratema01,Matt Prater,ARI,DET,away,6.00,0,0,2,2,0
2021,15,K,justin-tucker-tuckeju01,Justin Tucker,BAL,GB,home,6.00,3,3,1,1,0
2021,15,K,nick-folk-folkni01,Nick Folk,NE,IND,away,5.00,2,2,1,1,0
2021,15,K,brian-johnson-johnsbr18,Brian Johnson,WAS,PHI,away,5.00,2,2,1,1,0
2021,15,K,greg-joseph-josepgr01,Greg Joseph,MIN,CHI,away,5.00,2,2,1,1,0
2021,15,K,dustin-hopkins-hopkidu01,Dustin Hopkins,LAC,KC,home,4.00,4,4,0,0,0
2021,15,K,jason-myers-myersja02,Jason Myers,SEA,LA,away,4.00,1,1,1,1,0
2021,15,K,cairo-santos-santoca01,Cairo Santos,CHI,MIN,home,3.00,0,0,2,1,0
2021,15,K,chase-mclaughlin-mclauch02,Chase McLaughlin,CLE,LV,home,2.00,2,2,1,0,0
2021,15,K,ryan-succop-succory01,Ryan Succop,TB,NO,home,0.00,0,0,1,0,0
