year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2018,13,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,CLE,home,19.00,2,2,5,5,1
2018,13,K,jason-myers-myersja02,Jason Myers,NYJ,TEN,away,18.00,1,1,5,5,1
2018,13,K,aldrick-rosas-rosasal01,Aldrick Rosas,NYG,CHI,home,14.00,3,3,3,3,1
2018,13,K,justin-tucker-tuckeju01,Justin Tucker,BAL,ATL,away,14.00,2,2,4,4,0
2018,13,K,harrison-butker-butkeha01,Harrison Butker,KC,OAK,away,12.00,5,4,2,2,1
2018,13,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,LA,DET,away,12.00,3,3,3,3,0
2018,13,K,daniel-carlson-carlsda01,Daniel Carlson,OAK,KC,home,11.00,3,3,2,2,1
2018,13,K,matt-prater-pratema01,Matt Prater,DET,LA,home,10.00,1,1,3,3,0
2018,13,K,cody-parkey-parkeco02,Cody Parkey,CHI,NYG,away,9.00,3,3,2,2,0
2018,13,K,jake-elliott-ellioja04,Jake Elliott,PHI,WAS,home,8.00,2,2,2,2,0
2018,13,K,zane-gonzalez-gonzaza01,Zane Gonzalez,ARI,GB,away,8.00,2,2,2,2,0
2018,13,K,ryan-succop-succory01,Ryan Succop,TEN,NYJ,home,8.00,3,2,2,2,0
2018,13,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,PHI,away,7.00,1,1,2,2,0
2018,13,K,sebastian-janikowski-janikse01,Sebastian Janikowski,SEA,SF,home,7.00,6,4,1,1,0
2018,13,K,brett-maher-maherbr02,Brett Maher,DAL,NO,home,7.00,1,1,2,2,0
2018,13,K,chris-boswell-boswech01,Chris Boswell,PIT,LAC,home,6.00,4,3,1,1,0
2018,13,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,MIN,home,6.00,3,3,2,1,0
2018,13,K,josh-lambo-lambojo01,Josh Lambo,JAX,IND,home,6.00,0,0,2,2,0
2018,13,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,CIN,away,6.00,3,3,2,1,0
2018,13,K,cairo-santos-santoca01,Cairo Santos,TB,CAR,home,6.00,3,3,1,1,0
2018,13,K,michael-badgley-badglmi01,Michael Badgley,LAC,PIT,away,5.00,2,2,2,1,0
2018,13,K,mason-crosby-crosbma01,Mason Crosby,GB,ARI,home,5.00,2,2,2,1,0
2018,13,K,graham-gano-ganogr01,Graham Gano,CAR,TB,away,5.00,2,2,1,1,0
2018,13,K,dan-bailey-baileda04,Dan Bailey,MIN,NE,away,4.00,1,1,2,1,0
2018,13,K,matt-bryant-bryanma01,Matt Bryant,ATL,BAL,home,4.00,1,1,1,1,0
2018,13,K,randy-bullock-bullora01,Randy Bullock,CIN,DEN,home,4.00,1,1,1,1,0
2018,13,K,robbie-gould-gouldro01,Robbie Gould,SF,SEA,away,4.00,1,1,1,1,0
2018,13,K,wil-lutz-lutzwi01,Wil Lutz,NO,DAL,away,4.00,1,1,1,1,0
2018,13,K,stephen-hauschka-hauscst01,Stephen Hauschka,BUF,MIA,away,3.00,1,0,2,1,0
2018,13,K,jason-sanders-sandeja03,Jason Sanders,MIA,BUF,home,3.00,3,3,0,0,0
2018,13,K,greg-joseph-josepgr01,Greg Joseph,CLE,HOU,away,1.00,1,1,0,0,0
