year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2015,6,K,chris-boswell-boswech01,Chris Boswell,PIT,ARI,home,15.00,1,1,4,4,1
2015,6,K,phil-dawson-dawsoph01,Phil Dawson,SF,BAL,home,15.00,1,1,4,4,1
2015,6,K,robbie-gould-gouldro01,Robbie Gould,CHI,DET,away,14.00,2,2,4,4,0
2015,6,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,CLE,away,14.00,2,2,5,4,0
2015,6,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,CAR,home,13.00,2,2,3,3,1
2015,6,K,matt-prater-pratema01,Matt Prater,DET,CHI,home,13.00,4,4,3,3,0
2015,6,K,nick-folk-folkni01,Nick Folk,NYJ,WAS,home,10.00,4,4,3,2,0
2015,6,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,IND,away,10.00,4,4,2,2,0
2015,6,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,NYJ,away,10.00,2,2,2,2,1
2015,6,K,mike-nugent-nugenmi01,Mike Nugent,CIN,BUF,away,10.00,4,4,2,2,0
2015,6,K,blair-walsh-walshbl01,Blair Walsh,MIN,KC,home,10.00,1,1,3,3,0
2015,6,K,mason-crosby-crosbma01,Mason Crosby,GB,SD,home,9.00,3,3,2,2,0
2015,6,K,caleb-sturgis-sturgca01,Caleb Sturgis,NYG,PHI,away,9.00,3,3,2,2,0
2015,6,K,andrew-franks-frankan02,Andrew Franks,MIA,TEN,away,8.00,5,5,1,1,0
2015,6,K,josh-lambo-lambojo01,Josh Lambo,SD,GB,away,8.00,2,2,2,2,0
2015,6,K,justin-tucker-tuckeju01,Justin Tucker,BAL,SF,away,8.00,2,2,3,2,0
2015,6,K,chandler-catanzaro-catanch01,Chandler Catanzaro,ARI,PIT,away,7.00,1,1,3,2,0
2015,6,K,zach-hocker-hockeza01,Zach Hocker,ATL,NO,away,7.00,4,4,3,1,0
2015,6,K,nick-novak-novakni01,Nick Novak,HOU,JAX,away,7.00,4,4,1,1,0
2015,6,K,travis-coons-coonstr01,Travis Coons,CLE,DEN,home,5.00,2,2,1,1,0
2015,6,K,cairo-santos-santoca01,Cairo Santos,KC,MIN,away,4.00,1,1,1,1,0
2015,6,K,ryan-succop-succory01,Ryan Succop,TEN,MIA,home,4.00,1,1,1,1,0
2015,6,K,matt-bryant-bryanma01,Matt Bryant,ATL,NO,away,3.00,3,3,0,0,0
2015,6,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,CIN,home,3.00,3,3,0,0,0
2015,6,K,graham-gano-ganogr01,Graham Gano,CAR,SEA,away,3.00,4,3,0,0,0
2015,6,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,NE,home,3.00,4,3,0,0,0
2015,6,K,jason-myers-myersja02,Jason Myers,JAX,HOU,home,2.00,3,2,0,0,0
2015,6,K,josh-brown-brownjo05,Josh Brown,NYG,PHI,away,1.00,1,1,0,0,0
