year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,sacks,interceptions,safeties,fumble_recoveries,blocked_kicks,defensive_touchdowns,points_against,passing_yards_allowed,rushing_yards_allowed,total_yards_allowed
2013,12,DST,nfl,Pittsburgh Steelers,PIT,CLE,away,26.00,5.0,1,0,3,0,1,11,312,55,367
2013,12,DST,nfl,Tampa Bay Buccaneers,TB,DET,away,21.00,2.0,4,0,1,1,1,21,286,104,390
2013,12,DST,nfl,Baltimore Ravens,BAL,NYJ,home,19.00,3.0,2,0,1,0,0,3,118,102,220
2013,12,DST,nfl,San Francisco 49ers,SF,WAS,away,18.00,6.0,1,0,0,0,0,6,76,114,190
2013,12,DST,nfl,Arizona Cardinals,ARI,IND,home,16.00,1.0,1,0,0,0,1,11,159,80,239
2013,12,DST,nfl,Denver Broncos,DEN,NE,away,15.00,3.0,0,0,3,0,1,34,324,116,440
2013,12,DST,nfl,Jacksonville Jaguars,JAX,HOU,away,14.00,2.0,1,0,0,0,0,6,141,77,218
2013,12,DST,nfl,St. Louis Rams,STL,CHI,home,14.00,1.0,1,0,2,0,1,21,344,80,424
2013,12,DST,nfl,New Orleans Saints,NO,ATL,away,14.00,5.0,0,0,1,0,0,13,264,91,355
2013,12,DST,nfl,Houston Texans,HOU,JAX,home,13.00,4.0,0,0,0,1,0,13,215,118,333
2013,12,DST,nfl,Dallas Cowboys,DAL,NYG,away,11.00,2.0,0,0,1,0,1,21,154,202,356
2013,12,DST,nfl,Miami Dolphins,MIA,CAR,home,11.00,3.0,1,0,0,1,0,20,159,136,295
2013,12,DST,nfl,New England Patriots,NE,DEN,home,10.00,2.0,1,0,3,0,0,31,132,280,412
2013,12,DST,nfl,New York Jets,NYJ,BAL,away,10.00,4.0,1,0,0,0,0,19,245,67,312
2013,12,DST,nfl,Green Bay Packers,GB,MIN,home,9.00,6.0,0,0,1,0,0,26,215,232,447
2013,12,DST,nfl,Carolina Panthers,CAR,MIA,away,9.00,3.0,1,0,0,0,0,16,280,52,332
2013,12,DST,nfl,Tennessee Titans,TEN,OAK,away,8.00,0.0,1,0,1,0,0,19,260,93,353
2013,12,DST,nfl,New York Giants,NYG,DAL,home,7.00,4.0,1,0,0,0,0,24,204,107,311
2013,12,DST,nfl,San Diego Chargers,SD,KC,away,7.00,3.0,1,0,1,0,0,38,281,114,395
2013,12,DST,nfl,Indianapolis Colts,IND,ARI,away,5.00,3.0,0,0,0,1,0,40,290,120,410
2013,12,DST,nfl,Oakland Raiders,OAK,TEN,home,5.00,2.0,0,0,0,1,0,23,312,114,426
2013,12,DST,nfl,Atlanta Falcons,ATL,NO,home,5.00,1.0,0,0,0,0,0,17,271,103,374
2013,12,DST,nfl,Washington Redskins,WAS,SF,home,5.00,2.0,0,0,1,0,0,27,228,76,304
2013,12,DST,nfl,Detroit Lions,DET,TB,home,5.00,4.0,0,0,0,0,0,24,207,22,229
2013,12,DST,nfl,Minnesota Vikings,MIN,GB,away,3.00,2.0,0,0,0,0,0,26,298,196,494
2013,12,DST,nfl,Chicago Bears,CHI,STL,away,2.00,2.0,0,0,0,0,0,42,148,258,406
2013,12,DST,nfl,Cleveland Browns,CLE,PIT,home,1.00,0.0,0,0,0,0,0,27,217,85,302
2013,12,DST,nfl,Kansas City Chiefs,KC,SD,home,1.00,1.0,0,0,0,0,0,41,387,104,491
