year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pass_attempts,pass_completions,pass_yards,pass_touchdowns,pass_interceptions,pass_2points,rush_attempts,rush_yards,rush_touchdowns,rush_2points,receptions,reception_yards,reception_touchdowns,reception_2points,fumbles_lost,fumble_recovery_touchdowns
2013,14,QB,josh-mccown-mccowjo01,Josh McCown,CHI,DAL,home,46.00,36,27,348,4,0,1,3,16,1,0,0,0,0,0,0,0
2013,14,QB,andrew-luck-luckan01,Andrew Luck,IND,CIN,away,40.00,46,29,326,4,0,0,2,32,0,0,0,0,0,0,0,0
2013,14,QB,peyton-manning-mannipe01,Peyton Manning,DEN,TEN,home,39.00,59,39,397,4,0,0,3,-1,0,0,0,0,0,0,0,0
2013,14,QB,drew-brees-breesdr01,Drew Brees,NO,CAR,home,36.00,42,30,313,4,0,0,3,3,0,0,0,0,0,0,0,0
2013,14,QB,andy-dalton-daltoan02,Andy Dalton,CIN,IND,home,36.00,35,24,275,3,0,0,5,11,1,0,0,0,0,0,0,0
2013,14,QB,jason-campbell-campbja02,Jason Campbell,CLE,NE,away,35.00,44,29,391,3,0,0,2,27,0,0,0,0,0,0,0,0
2013,14,QB,ben-roethlisberger-roethbe01,Ben Roethlisberger,PIT,MIA,home,30.00,39,23,349,3,0,0,1,8,0,0,0,5,0,0,1,0
2013,14,QB,ryan-tannehill-tannery01,Ryan Tannehill,MIA,PIT,away,29.00,33,20,200,3,1,0,3,56,0,0,0,0,0,0,0,0
2013,14,QB,tom-brady-bradyto01,Tom Brady,NE,CLE,home,27.00,52,32,418,2,1,1,2,1,0,0,0,0,0,0,1,0
2013,14,QB,philip-rivers-riverph01,Philip Rivers,SD,NYG,home,26.00,28,21,249,3,0,0,0,0,0,0,0,0,0,0,1,0
2013,14,QB,joe-flacco-flaccjo01,Joe Flacco,BAL,MIN,home,25.00,50,28,245,3,3,1,1,22,0,0,0,0,0,0,0,0
2013,14,QB,geno-smith-smithge04,Geno Smith,NYJ,OAK,home,23.00,25,16,219,1,1,0,5,50,1,0,0,0,0,0,0,0
2013,14,QB,matt-cassel-cassema01,Matt Cassel,MIN,BAL,away,22.00,38,17,265,2,0,0,2,6,0,0,0,0,0,0,0,0
2013,14,QB,tony-romo-romoto01,Tony Romo,DAL,CHI,away,22.00,20,11,104,3,0,0,1,-1,0,0,0,0,0,0,0,0
2013,14,QB,nick-foles-folesni01,Nick Foles,PHI,DET,home,21.00,22,11,179,1,1,1,6,23,1,0,0,0,0,0,0,0
2013,14,QB,matt-mcgloin-mcgloma02,Matt McGloin,OAK,NYJ,away,21.00,31,18,245,2,1,0,2,20,0,0,0,0,0,0,0,0
2013,14,QB,chad-henne-hennech01,Chad Henne,JAX,HOU,home,19.00,27,12,117,2,0,0,4,33,0,0,0,0,0,0,0,0
2013,14,QB,matt-ryan-ryanma01,Matt Ryan,ATL,GB,away,17.00,35,20,206,2,1,0,0,0,0,0,0,0,0,0,1,0
2013,14,QB,alex-smith-smithal04,Alex Smith,KC,WAS,away,17.00,20,14,137,2,0,0,2,7,0,0,0,0,0,0,0,0
2013,14,QB,cam-newton-newtoca02,Cam Newton,CAR,NO,away,16.00,34,22,160,1,0,0,6,48,0,0,0,0,0,0,0,0
2013,14,QB,carson-palmer-palmeca01,Carson Palmer,ARI,STL,home,16.00,32,27,269,1,0,0,1,-1,0,0,0,0,0,0,0,0
2013,14,QB,matt-flynn-flynnma01,Matt Flynn,GB,ATL,home,15.00,32,24,258,1,1,0,6,28,0,0,0,0,0,0,1,0
2013,14,QB,colin-kaepernick-kaepeco01,Colin Kaepernick,SF,SEA,home,14.00,29,15,175,1,1,0,9,31,0,0,0,0,0,0,0,0
2013,14,QB,robert-griffin-griffro02,Robert Griffin III,WAS,KC,home,12.00,26,12,164,1,1,0,4,29,0,0,0,0,0,0,0,0
2013,14,QB,eli-manning-manniel01,Eli Manning,NYG,SD,away,12.00,32,20,259,1,2,0,0,0,0,0,0,0,0,0,0,0
2013,14,QB,mike-glennon-glennmi01,Mike Glennon,TB,BUF,home,11.00,25,9,90,2,2,0,1,0,0,0,0,0,0,0,0,0
2013,14,QB,case-keenum-keenuca01,Case Keenum,HOU,JAX,away,11.00,29,16,159,1,1,0,1,13,0,0,0,0,0,0,0,0
2013,14,QB,matt-schaub-schauma01,Matt Schaub,HOU,JAX,away,11.00,29,17,198,1,1,0,1,7,0,0,0,0,0,0,0,0
2013,14,QB,russell-wilson-wilsoru01,Russell Wilson,SEA,SF,away,11.00,25,15,199,1,1,0,1,2,0,0,0,0,0,0,0,0
2013,14,QB,ryan-fitzpatrick-fitzpry01,Ryan Fitzpatrick,TEN,DEN,away,10.00,24,13,172,1,1,0,1,4,0,0,0,0,0,0,0,0
2013,14,QB,matthew-stafford-staffma01,Matthew Stafford,DET,PHI,away,7.00,25,10,151,0,0,1,6,-1,0,0,0,0,0,0,1,0
2013,14,QB,kellen-clemens-clemeke01,Kellen Clemens,STL,ARI,away,4.00,27,16,181,0,2,0,2,10,0,0,0,0,0,0,0,0
2013,14,QB,kirk-cousins-cousiki01,Kirk Cousins,WAS,KC,home,2.00,16,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,14,QB,ej-manuel-manueej01,E.J. Manuel,BUF,TB,away,1.00,33,18,184,0,4,0,5,29,0,0,0,0,0,0,0,0
2013,14,QB,kyle-orton-ortonky01,Kyle Orton,DAL,CHI,away,1.00,5,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,14,QB,charlie-whitehurst-whitech06,Charlie Whitehurst,SD,NYG,home,0.00,0,0,0,0,0,0,3,-2,0,0,0,0,0,0,0,0
2013,14,QB,chase-daniel-daniech01,Chase Daniel,KC,WAS,away,-2.00,3,1,17,0,1,0,3,-3,0,0,0,0,0,0,0,0
