year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,sacks,interceptions,safeties,fumble_recoveries,blocked_kicks,defensive_touchdowns,points_against,passing_yards_allowed,rushing_yards_allowed,total_yards_allowed
2013,9,DST,nfl,Miami Dolphins,MIA,CIN,home,25.00,5.0,3,1,1,0,1,20,302,163,465
2013,9,DST,nfl,Kansas City Chiefs,KC,BUF,away,25.00,0.0,2,0,1,0,2,13,229,241,470
2013,9,DST,nfl,Carolina Panthers,CAR,ATL,home,22.00,1.0,3,0,1,0,1,10,211,78,289
2013,9,DST,nfl,Dallas Cowboys,DAL,MIN,home,13.00,2.0,1,0,1,0,1,23,224,169,393
2013,9,DST,nfl,Cleveland Browns,CLE,BAL,home,13.00,5.0,1,0,1,0,0,18,223,55,278
2013,9,DST,nfl,San Diego Chargers,SD,WAS,away,12.00,0.0,1,0,0,2,1,30,291,209,500
2013,9,DST,nfl,Chicago Bears,CHI,GB,away,11.00,5.0,1,0,0,0,0,20,113,199,312
2013,9,DST,nfl,New England Patriots,NE,PIT,home,11.00,5.0,2,0,1,0,0,31,371,108,479
2013,9,DST,nfl,Philadelphia Eagles,PHI,OAK,away,11.00,3.0,2,0,0,0,0,20,350,210,560
2013,9,DST,nfl,New York Jets,NYJ,NO,home,10.00,2.0,2,0,0,0,0,20,366,41,407
2013,9,DST,nfl,St. Louis Rams,STL,TEN,home,8.00,4.0,2,0,0,0,0,28,165,198,363
2013,9,DST,nfl,Tennessee Titans,TEN,STL,away,7.00,2.0,0,0,2,0,0,21,203,160,363
2013,9,DST,nfl,Tampa Bay Buccaneers,TB,SEA,away,7.00,0.0,2,0,1,0,0,27,217,198,415
2013,9,DST,nfl,Houston Texans,HOU,IND,home,7.00,4.0,0,0,0,1,0,27,245,69,314
2013,9,DST,nfl,Minnesota Vikings,MIN,DAL,away,6.00,3.0,1,0,0,0,0,27,314,36,350
2013,9,DST,nfl,Washington Redskins,WAS,SD,home,6.00,1.0,2,0,0,0,0,24,341,69,410
2013,9,DST,nfl,Cincinnati Bengals,CIN,MIA,away,6.00,3.0,0,0,1,0,0,22,188,157,345
2013,9,DST,nfl,Baltimore Ravens,BAL,CLE,away,5.00,2.0,0,0,1,0,0,24,242,73,315
2013,9,DST,nfl,Pittsburgh Steelers,PIT,NE,away,5.00,3.0,0,0,1,0,0,55,413,197,610
2013,9,DST,nfl,Atlanta Falcons,ATL,CAR,away,5.00,1.0,2,0,0,0,0,34,242,131,373
2013,9,DST,nfl,Green Bay Packers,GB,CHI,home,4.00,1.0,0,0,0,1,0,27,271,171,442
2013,9,DST,nfl,Seattle Seahawks,SEA,TB,home,4.00,3.0,0,0,0,0,0,24,145,205,350
2013,9,DST,nfl,Buffalo Bills,BUF,KC,home,3.00,2.0,0,0,0,0,0,23,115,95,210
2013,9,DST,nfl,New Orleans Saints,NO,NYJ,away,3.00,2.0,0,0,0,0,0,26,140,198,338
2013,9,DST,nfl,Indianapolis Colts,IND,HOU,away,2.00,1.0,0,0,0,0,0,24,340,143,483
2013,9,DST,nfl,Oakland Raiders,OAK,PHI,home,1.00,1.0,0,0,0,0,0,49,418,124,542
