year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2015,2,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,BUF,away,18.00,4,4,4,4,1
2015,2,K,kyle-brindza-brindky01,Kyle Brindza,TB,NO,away,16.00,2,2,5,4,1
2015,2,K,mason-crosby-crosbma01,Mason Crosby,GB,SEA,home,15.00,1,1,4,4,1
2015,2,K,justin-tucker-tuckeju01,Justin Tucker,BAL,OAK,away,15.00,3,3,4,4,0
2015,2,K,robbie-gould-gouldro01,Robbie Gould,CHI,ARI,home,13.00,2,2,3,3,1
2015,2,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,BAL,home,13.00,4,4,3,3,0
2015,2,K,jason-myers-myersja02,Jason Myers,JAX,MIA,home,13.00,2,2,3,3,1
2015,2,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,KC,away,9.00,4,4,1,1,1
2015,2,K,dan-bailey-baileda04,Dan Bailey,DAL,PHI,away,8.00,2,2,2,2,0
2015,2,K,josh-brown-brownjo05,Josh Brown,NYG,ATL,home,8.00,2,2,2,2,0
2015,2,K,nick-folk-folkni01,Nick Folk,NYJ,IND,away,8.00,2,2,3,2,0
2015,2,K,andrew-franks-frankan02,Andrew Franks,MIA,JAX,away,8.00,2,2,3,2,0
2015,2,K,blair-walsh-walshbl01,Blair Walsh,MIN,DET,home,8.00,3,2,2,2,0
2015,2,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,GB,away,7.00,2,2,1,1,1
2015,2,K,josh-lambo-lambojo01,Josh Lambo,SD,CIN,away,7.00,1,1,3,2,0
2015,2,K,matt-bryant-bryanma01,Matt Bryant,ATL,NYG,away,6.00,3,3,1,1,0
2015,2,K,chandler-catanzaro-catanch01,Chandler Catanzaro,ARI,CHI,away,6.00,7,6,0,0,0
2015,2,K,graham-gano-ganogr01,Graham Gano,CAR,HOU,home,6.00,3,3,2,1,0
2015,2,K,dustin-hopkins-hopkidu01,Dustin Hopkins,STL,WAS,away,6.00,3,3,1,1,0
2015,2,K,mike-nugent-nugenmi01,Mike Nugent,CIN,SD,home,6.00,3,3,2,1,0
2015,2,K,cairo-santos-santoca01,Cairo Santos,KC,DEN,home,6.00,3,3,1,1,0
2015,2,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,WAS,away,6.00,1,1,1,1,1
2015,2,K,randy-bullock-bullora01,Randy Bullock,HOU,CAR,away,5.00,2,2,1,1,0
2015,2,K,travis-coons-coonstr01,Travis Coons,CLE,TEN,home,4.00,4,4,0,0,0
2015,2,K,phil-dawson-dawsoph01,Phil Dawson,SF,PIT,away,4.00,1,1,1,1,0
2015,2,K,cody-parkey-parkeco02,Cody Parkey,PHI,DAL,home,4.00,1,1,1,1,0
2015,2,K,matt-prater-pratema01,Matt Prater,DET,MIN,away,4.00,1,1,1,1,0
2015,2,K,josh-scobee-scobejo02,Josh Scobee,PIT,SF,home,3.00,4,3,0,0,0
2015,2,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,NE,home,2.00,3,2,0,0,0
2015,2,K,ryan-succop-succory01,Ryan Succop,TEN,CLE,away,2.00,2,2,0,0,0
2015,2,K,zach-hocker-hockeza01,Zach Hocker,TB,NO,away,1.00,2,1,1,0,0
2015,2,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,NYJ,home,1.00,1,1,1,0,0
