year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2013,11,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,TEN,away,14.00,3,3,3,3,1
2013,11,K,randy-bullock-bullora01,Randy Bullock,HOU,OAK,home,13.00,2,2,3,3,1
2013,11,K,dan-carpenter-carpeda01,Dan Carpenter,NYJ,BUF,away,13.00,4,4,3,3,0
2013,11,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,MIN,home,13.00,5,5,2,2,1
2013,11,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,DET,home,13.00,4,4,3,3,0
2013,11,K,nick-novak-novakni01,Nick Novak,SD,MIA,away,12.00,1,1,3,3,1
2013,11,K,robbie-gould-gouldro01,Robbie Gould,CHI,BAL,home,11.00,2,2,3,3,0
2013,11,K,garrett-hartley-hartlga01,Garrett Hartley,NO,SF,home,11.00,2,2,3,3,0
2013,11,K,rian-lindell-linderi01,Rian Lindell,TB,ATL,home,11.00,5,5,3,2,0
2013,11,K,mike-nugent-nugenmi01,Mike Nugent,CIN,CLE,home,11.00,5,5,2,2,0
2013,11,K,matt-prater-pratema01,Matt Prater,DEN,KC,home,11.00,3,3,3,2,1
2013,11,K,phil-dawson-dawsoph01,Phil Dawson,SF,NO,away,10.00,2,2,2,2,1
2013,11,K,justin-tucker-tuckeju01,Justin Tucker,BAL,CHI,away,10.00,2,2,2,2,1
2013,11,K,david-akers-akersda01,David Akers,DET,PIT,away,9.00,3,3,2,2,0
2013,11,K,rob-bironas-bironro01,Rob Bironas,TEN,IND,home,9.00,3,3,2,2,0
2013,11,K,josh-brown-brownjo05,Josh Brown,NYG,GB,home,9.00,3,3,2,2,0
2013,11,K,mason-crosby-crosbma01,Mason Crosby,GB,NYG,away,9.00,1,1,2,2,1
2013,11,K,jay-feely-feelyja01,Jay Feely,ARI,JAX,away,9.00,3,3,2,2,0
2013,11,K,matt-bryant-bryanma01,Matt Bryant,ATL,TB,away,8.00,2,2,2,2,0
2013,11,K,billy-cundiff-cundibi01,Billy Cundiff,CLE,CIN,away,8.00,2,2,2,2,0
2013,11,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,CAR,away,8.00,2,2,2,2,0
2013,11,K,caleb-sturgis-sturgca01,Caleb Sturgis,MIA,SD,home,8.00,2,2,2,2,0
2013,11,K,blair-walsh-walshbl01,Blair Walsh,MIN,SEA,away,8.00,2,2,2,2,0
2013,11,K,graham-gano-ganogr01,Graham Gano,CAR,NE,home,6.00,3,3,1,1,0
2013,11,K,alex-henery-heneral01,Alex Henery,PHI,WAS,home,6.00,3,3,1,1,0
2013,11,K,ryan-succop-succory01,Ryan Succop,KC,DEN,away,5.00,2,2,1,1,0
2013,11,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,HOU,away,4.00,4,4,1,0,0
2013,11,K,nick-folk-folkni01,Nick Folk,NYJ,BUF,away,2.00,2,2,1,0,0
2013,11,K,josh-scobee-scobejo02,Josh Scobee,JAX,ARI,home,2.00,2,2,1,0,0
