year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2016,5,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,CHI,home,21.00,2,2,5,5,2
2016,5,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,SD,home,16.00,2,2,5,4,1
2016,5,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,LA,BUF,home,15.00,1,1,4,4,1
2016,5,K,caleb-sturgis-sturgca01,Caleb Sturgis,PHI,DET,away,13.00,2,2,3,3,1
2016,5,K,connor-barth-barthco01,Connor Barth,CHI,IND,away,11.00,2,2,4,3,0
2016,5,K,matt-bryant-bryanma01,Matt Bryant,ATL,DEN,away,11.00,2,2,3,3,0
2016,5,K,mason-crosby-crosbma01,Mason Crosby,GB,NYG,home,11.00,2,2,3,3,0
2016,5,K,josh-brown-brownjo05,Josh Brown,NYG,GB,away,10.00,1,1,3,3,0
2016,5,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,ATL,home,10.00,1,1,3,3,0
2016,5,K,roberto-aguayo-aguayro01,Roberto Aguayo,TB,CAR,away,9.00,0,0,5,3,0
2016,5,K,chris-boswell-boswech01,Chris Boswell,PIT,NYJ,home,7.00,4,4,1,1,0
2016,5,K,chandler-catanzaro-catanch01,Chandler Catanzaro,ARI,SF,away,7.00,4,4,1,1,0
2016,5,K,nick-folk-folkni01,Nick Folk,NYJ,PIT,away,7.00,1,1,2,2,0
2016,5,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,CLE,away,7.00,4,4,2,1,0
2016,5,K,josh-lambo-lambojo01,Josh Lambo,SD,OAK,away,7.00,4,4,1,1,0
2016,5,K,nick-novak-novakni01,Nick Novak,HOU,MIN,away,7.00,1,1,3,2,0
2016,5,K,blair-walsh-walshbl01,Blair Walsh,MIN,HOU,home,7.00,4,4,1,1,0
2016,5,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,LA,away,6.00,4,3,1,1,0
2016,5,K,matt-prater-pratema01,Matt Prater,DET,PHI,home,6.00,3,3,1,1,0
2016,5,K,ryan-succop-succory01,Ryan Succop,TEN,MIA,away,6.00,4,3,1,1,0
2016,5,K,andrew-franks-frankan02,Andrew Franks,MIA,TEN,home,5.00,2,2,1,1,0
2016,5,K,dan-bailey-baileda04,Dan Bailey,DAL,CIN,home,4.00,4,4,0,0,0
2016,5,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,BAL,away,4.00,2,1,2,1,0
2016,5,K,justin-tucker-tuckeju01,Justin Tucker,BAL,WAS,home,4.00,1,1,1,1,0
2016,5,K,phil-dawson-dawsoph01,Phil Dawson,SF,ARI,home,3.00,3,3,0,0,0
2016,5,K,graham-gano-ganogr01,Graham Gano,CAR,TB,home,2.00,2,2,1,0,0
2016,5,K,mike-nugent-nugenmi01,Mike Nugent,CIN,DAL,away,2.00,2,2,1,0,0
2016,5,K,cody-parkey-parkeco02,Cody Parkey,CLE,NE,home,1.00,1,1,0,0,0
