year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2016,1,K,dan-bailey-baileda04,Dan Bailey,DAL,NYG,home,17.00,1,1,4,4,2
2016,1,K,blair-walsh-walshbl01,Blair Walsh,MIN,TEN,away,15.00,2,1,6,4,1
2016,1,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,ARI,away,13.00,2,2,3,3,1
2016,1,K,jason-myers-myersja02,Jason Myers,JAX,GB,home,13.00,2,2,3,3,1
2016,1,K,nick-novak-novakni01,Nick Novak,HOU,CHI,home,11.00,2,2,3,3,0
2016,1,K,mike-nugent-nugenmi01,Mike Nugent,CIN,NYJ,away,11.00,2,2,4,3,0
2016,1,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,DET,home,11.00,3,3,2,2,1
2016,1,K,matt-bryant-bryanma01,Matt Bryant,ATL,TB,home,10.00,1,1,3,3,0
2016,1,K,nick-folk-folkni01,Nick Folk,NYJ,CIN,home,10.00,2,1,4,3,0
2016,1,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,PIT,home,10.00,1,1,3,3,0
2016,1,K,wil-lutz-lutzwi01,Wil Lutz,OAK,NO,away,10.00,4,4,4,2,0
2016,1,K,mason-crosby-crosbma01,Mason Crosby,GB,JAX,away,9.00,3,3,2,2,0
2016,1,K,josh-lambo-lambojo01,Josh Lambo,SD,KC,away,9.00,3,3,3,2,0
2016,1,K,cairo-santos-santoca01,Cairo Santos,KC,SD,home,9.00,3,3,2,2,0
2016,1,K,caleb-sturgis-sturgca01,Caleb Sturgis,PHI,CLE,home,9.00,3,3,3,2,0
2016,1,K,justin-tucker-tuckeju01,Justin Tucker,BAL,BUF,home,9.00,1,1,2,2,1
2016,1,K,chris-boswell-boswech01,Chris Boswell,PIT,WAS,away,8.00,5,5,1,1,0
2016,1,K,graham-gano-ganogr01,Graham Gano,CAR,DEN,away,8.00,2,2,3,2,0
2016,1,K,roberto-aguayo-aguayro01,Roberto Aguayo,TB,ATL,away,7.00,4,4,1,1,0
2016,1,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,NO,away,7.00,1,1,2,2,0
2016,1,K,matt-prater-pratema01,Matt Prater,DET,IND,away,7.00,5,4,1,1,0
2016,1,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,MIA,home,6.00,1,0,2,2,0
2016,1,K,phil-dawson-dawsoph01,Phil Dawson,SF,LA,home,4.00,4,4,0,0,0
2016,1,K,andrew-franks-frankan02,Andrew Franks,MIA,SEA,away,4.00,1,1,2,1,0
2016,1,K,patrick-murray-murrapa02,Patrick Murray,CLE,PHI,away,4.00,1,1,1,1,0
2016,1,K,ryan-succop-succory01,Ryan Succop,TEN,MIN,home,4.00,1,1,1,1,0
2016,1,K,chandler-catanzaro-catanch01,Chandler Catanzaro,ARI,NE,home,3.00,3,3,1,0,0
2016,1,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,CAR,home,3.00,3,3,0,0,0
2016,1,K,connor-barth-barthco01,Connor Barth,CHI,HOU,away,2.00,2,2,0,0,0
2016,1,K,randy-bullock-bullora01,Randy Bullock,NYG,DAL,away,2.00,3,2,0,0,0
2016,1,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,BAL,away,1.00,1,1,1,0,0
