year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2013,14,K,matt-prater-pratema01,Matt Prater,DEN,TEN,home,17.00,6,6,3,3,1
2013,14,K,phil-dawson-dawsoph01,Phil Dawson,SF,SEA,home,15.00,1,1,4,4,1
2013,14,K,nick-folk-folkni01,Nick Folk,NYJ,OAK,home,15.00,4,4,3,3,1
2013,14,K,robbie-gould-gouldro01,Robbie Gould,CHI,DAL,home,13.00,4,4,3,3,0
2013,14,K,nick-novak-novakni01,Nick Novak,SD,NYG,home,13.00,4,4,3,3,0
2013,14,K,rian-lindell-linderi01,Rian Lindell,TB,BUF,home,11.00,3,3,2,2,1
2013,14,K,mason-crosby-crosbma01,Mason Crosby,GB,ATL,home,10.00,1,1,3,3,0
2013,14,K,caleb-sturgis-sturgca01,Caleb Sturgis,MIA,PIT,away,10.00,4,4,3,2,0
2013,14,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,CLE,home,9.00,1,1,2,2,1
2013,14,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,NYJ,away,9.00,3,3,3,2,0
2013,14,K,josh-scobee-scobejo02,Josh Scobee,JAX,HOU,home,9.00,3,3,2,2,0
2013,14,K,ryan-succop-succory01,Ryan Succop,KC,WAS,away,9.00,6,6,2,1,0
2013,14,K,randy-bullock-bullora01,Randy Bullock,HOU,JAX,away,8.00,2,2,2,2,0
2013,14,K,billy-cundiff-cundibi01,Billy Cundiff,CLE,NE,away,8.00,2,2,3,2,0
2013,14,K,blair-walsh-walshbl01,Blair Walsh,MIN,BAL,away,8.00,2,2,2,2,0
2013,14,K,graham-gano-ganogr01,Graham Gano,CAR,NO,away,7.00,1,1,3,2,0
2013,14,K,garrett-hartley-hartlga01,Garrett Hartley,NO,CAR,home,7.00,4,4,1,1,0
2013,14,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,TB,away,6.00,0,0,2,2,0
2013,14,K,kai-forbath-forbaka01,Kai Forbath,WAS,KC,home,6.00,1,1,1,1,1
2013,14,K,mike-nugent-nugenmi01,Mike Nugent,CIN,IND,home,6.00,6,6,0,0,0
2013,14,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,SF,away,5.00,2,2,1,1,0
2013,14,K,dan-bailey-baileda04,Dan Bailey,DAL,CHI,away,4.00,4,4,0,0,0
2013,14,K,rob-bironas-bironro01,Rob Bironas,TEN,DEN,away,4.00,4,4,0,0,0
2013,14,K,jay-feely-feelyja01,Jay Feely,ARI,STL,home,4.00,4,4,2,0,0
2013,14,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,MIA,home,4.00,4,4,0,0,0
2013,14,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,CIN,away,4.00,4,4,1,0,0
2013,14,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,ARI,away,4.00,1,1,1,1,0
2013,14,K,matt-bryant-bryanma01,Matt Bryant,ATL,GB,away,3.00,3,3,1,0,0
2013,14,K,justin-tucker-tuckeju01,Justin Tucker,BAL,MIN,home,3.00,3,3,0,0,0
2013,14,K,josh-brown-brownjo05,Josh Brown,NYG,SD,away,2.00,2,2,0,0,0
2013,14,K,david-akers-akersda01,David Akers,DET,PHI,away,0.00,1,0,0,0,0
