year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pass_attempts,pass_completions,pass_yards,pass_touchdowns,pass_interceptions,pass_2points,rush_attempts,rush_yards,rush_touchdowns,rush_2points,receptions,reception_yards,reception_touchdowns,reception_2points,fumbles_lost,fumble_recovery_touchdowns
2021,3,WR,mike-williams-willimi21,Mike Williams,LAC,KC,away,26.00,0,0,0,0,0,0,0,0,0,0,7,122,2,1,0,0
2021,3,WR,cooper-kupp-kuppco01,Cooper Kupp,LA,TB,home,21.00,0,0,0,0,0,0,0,0,0,0,9,96,2,0,0,0
2021,3,WR,emmanuel-sanders-sandeem01,Emmanuel Sanders,BUF,WAS,home,21.00,0,0,0,0,0,0,0,0,0,0,5,94,2,0,0,0
2021,3,WR,davante-adams-adamsda04,Davante Adams,GB,SF,away,19.00,0,0,0,0,0,0,0,0,0,0,12,132,1,0,0,0
2021,3,WR,jamarr-chase-chaseja01,Ja'Marr Chase,CIN,PIT,away,18.00,0,0,0,0,0,0,0,0,0,0,4,65,2,0,0,0
2021,3,WR,desean-jackson-jacksde02,DeSean Jackson,TB,LA,away,18.00,0,0,0,0,0,0,0,0,0,0,3,120,1,0,0,0
2021,3,WR,justin-jefferson-jeffeju01,Justin Jefferson,MIN,SEA,home,17.00,0,0,0,0,0,0,0,0,0,0,9,118,1,0,0,0
2021,3,WR,dk-metcalf-metcadk01,D.K. Metcalf,SEA,MIN,away,16.00,0,0,0,0,0,0,0,0,0,0,6,107,1,0,0,0
2021,3,WR,kendrick-bourne-bournke01,Kendrick Bourne,NE,NO,home,15.00,0,0,0,0,0,0,0,0,0,0,6,96,1,0,0,0
2021,3,WR,chris-godwin-godwich01,Chris Godwin,TB,LA,away,13.00,0,0,0,0,0,0,1,2,1,0,6,74,0,0,0,0
2021,3,WR,hunter-renfrow-renfrhu01,Hunter Renfrow,LV,MIA,home,13.00,0,0,0,0,0,0,0,0,0,0,5,77,1,0,0,0
2021,3,WR,dj-moore-mooredj02,D.J. Moore,CAR,HOU,away,12.00,0,0,0,0,0,0,1,-1,0,0,8,126,0,0,0,0
2021,3,WR,keenan-allen-allenke03,Keenan Allen,LAC,KC,away,11.00,0,0,0,0,0,0,0,0,0,0,8,50,1,0,0,0
2021,3,WR,brandin-cooks-cooksbr01,Brandin Cooks,HOU,CAR,home,11.00,0,0,0,0,0,0,1,5,0,0,9,112,0,0,0,0
2021,3,WR,aj-green-greenaj02,A.J. Green,ARI,JAX,away,11.00,0,0,0,0,0,0,0,0,0,0,5,112,0,0,0,0
