year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pass_attempts,pass_completions,pass_yards,pass_touchdowns,pass_interceptions,pass_2points,rush_attempts,rush_yards,rush_touchdowns,rush_2points,receptions,reception_yards,reception_touchdowns,reception_2points,fumbles_lost,fumble_recovery_touchdowns
2013,15,TE,timothy-wright-wrighti02,Timothy Wright,TB,SF,home,14.00,0,0,0,0,0,0,0,0,0,0,7,82,1,0,0,0
2013,15,TE,vernon-davis-davisve02,Vernon Davis,SF,TB,away,13.00,0,0,0,0,0,0,0,0,0,0,5,79,1,0,0,0
2013,15,TE,jason-witten-witteja01,Jason Witten,DAL,GB,home,13.00,0,0,0,0,0,0,0,0,0,0,4,71,1,0,0,0
2013,15,TE,tony-gonzalez-gonzato01,Tony Gonzalez,ATL,WAS,home,12.00,0,0,0,0,0,0,0,0,0,0,6,62,1,0,0,0
2013,15,TE,andrew-quarless-quarlan01,Andrew Quarless,GB,DAL,away,12.00,0,0,0,0,0,0,0,0,0,0,6,66,1,0,0,0
2013,15,TE,jeff-cumberland-cumbeje01,Jeff Cumberland,NYJ,CAR,away,11.00,0,0,0,0,0,0,0,0,0,0,3,50,1,0,0,0
2013,15,TE,zach-ertz-ertzza01,Zach Ertz,PHI,MIN,away,11.00,0,0,0,0,0,0,0,0,0,0,6,57,1,0,0,0
2013,15,TE,marcedes-lewis-lewisma04,Marcedes Lewis,JAX,BUF,home,11.00,0,0,0,0,0,0,0,0,0,0,4,54,1,0,0,0
2013,15,TE,delanie-walker-walkede04,Delanie Walker,TEN,ARI,home,11.00,0,0,0,0,0,0,0,0,0,0,8,53,1,0,0,0
2013,15,TE,tyler-eifert-eiferty01,Tyler Eifert,CIN,PIT,away,9.00,0,0,0,0,0,0,0,0,0,0,3,33,1,0,0,0
2013,15,TE,mychal-rivera-rivermy01,Mychal Rivera,OAK,KC,home,9.00,0,0,0,0,0,0,0,0,0,0,3,30,1,0,0,0
2013,15,TE,fred-davis-davisfr04,Fred Davis,WAS,ATL,away,8.00,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0
2013,15,TE,cory-harkey-harkeco01,Cory Harkey,STL,NO,home,8.00,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0
2013,15,TE,greg-olsen-olsengr01,Greg Olsen,CAR,NYJ,home,8.00,0,0,0,0,0,0,0,0,0,0,5,88,0,0,0,0
2013,15,TE,jake-ballard-ballaja01,Jake Ballard,ARI,TEN,away,7.00,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0
2013,15,TE,joseph-fauria-faurijo01,Joseph Fauria,DET,BAL,home,7.00,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0
2013,15,TE,michael-hoomanawanui-hoomami01,Michael Hoomanawanui,NE,MIA,away,7.00,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0
2013,15,TE,lance-kendricks-kendrla01,Lance Kendricks,STL,NO,home,7.00,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0
2013,15,TE,sean-mcgrath-mcgrase01,Sean McGrath,KC,OAK,away,7.00,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0
2013,15,TE,martellus-bennett-bennema01,Martellus Bennett,CHI,CLE,away,6.00,0,0,0,0,0,0,0,0,0,0,6,71,0,0,1,0
2013,15,TE,ryan-griffin-griffry01,Ryan Griffin,HOU,IND,away,6.00,0,0,0,0,0,0,0,0,0,0,6,62,0,0,0,0
2013,15,TE,scott-chandler-chandsc01,Scott Chandler,BUF,JAX,away,5.00,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0
2013,15,TE,chase-ford-fordch03,Chase Ford,MIN,PHI,home,5.00,0,0,0,0,0,0,0,0,0,0,2,55,0,0,0,0
