year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2018,8,K,josh-lambo-lambojo01,Josh Lambo,JAX,PHI,home,16.00,0,0,4,4,2
2018,8,K,graham-gano-ganogr01,Graham Gano,CAR,BAL,home,14.00,3,3,3,3,1
2018,8,K,wil-lutz-lutzwi01,Wil Lutz,NO,MIN,away,14.00,3,3,3,3,1
2018,8,K,stephen-gostkowski-gostkst01,Stephen Gostkowski,NE,BUF,away,13.00,1,1,5,4,0
2018,8,K,mason-crosby-crosbma01,Mason Crosby,GB,LA,away,11.00,3,3,2,2,1
2018,8,K,jason-sanders-sandeja03,Jason Sanders,MIA,HOU,away,11.00,2,2,3,3,0
2018,8,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,NYG,away,10.00,2,2,3,2,1
2018,8,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,OAK,away,10.00,4,4,2,2,0
2018,8,K,chandler-catanzaro-catanch01,Chandler Catanzaro,TB,CIN,away,8.00,3,2,2,2,0
2018,8,K,stephen-hauschka-hauscst01,Stephen Hauschka,BUF,NE,home,8.00,0,0,2,2,1
2018,8,K,chris-boswell-boswech01,Chris Boswell,PIT,CLE,home,7.00,4,4,1,1,0
2018,8,K,randy-bullock-bullora01,Randy Bullock,CIN,TB,home,7.00,5,4,1,1,0
2018,8,K,robbie-gould-gouldro01,Robbie Gould,SF,ARI,away,7.00,1,1,2,2,0
2018,8,K,aldrick-rosas-rosasal01,Aldrick Rosas,NYG,WAS,home,7.00,1,1,2,2,0
2018,8,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,LA,GB,home,7.00,1,1,2,2,0
2018,8,K,harrison-butker-butkeha01,Harrison Butker,KC,DEN,home,6.00,4,3,1,1,0
2018,8,K,jake-elliott-ellioja04,Jake Elliott,PHI,JAX,away,6.00,3,3,1,1,0
2018,8,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,MIA,home,6.00,6,6,0,0,0
2018,8,K,greg-joseph-josepgr01,Greg Joseph,CLE,PIT,away,6.00,1,0,3,2,0
2018,8,K,cody-parkey-parkeco02,Cody Parkey,CHI,NYJ,home,6.00,3,3,2,1,0
2018,8,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,KC,away,5.00,2,2,2,1,0
2018,8,K,daniel-carlson-carlsda01,Daniel Carlson,OAK,IND,home,4.00,4,4,0,0,0
2018,8,K,phil-dawson-dawsoph01,Phil Dawson,ARI,SF,home,4.00,1,1,1,1,0
2018,8,K,sebastian-janikowski-janikse01,Sebastian Janikowski,SEA,DET,away,4.00,4,4,0,0,0
2018,8,K,jason-myers-myersja02,Jason Myers,NYJ,CHI,away,4.00,1,1,1,1,0
2018,8,K,justin-tucker-tuckeju01,Justin Tucker,BAL,CAR,away,3.00,3,3,0,0,0
2018,8,K,dan-bailey-baileda04,Dan Bailey,NO,MIN,away,2.00,3,2,0,0,0
2018,8,K,matt-prater-pratema01,Matt Prater,DET,SEA,home,2.00,2,2,0,0,0
