year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2019,9,K,chris-boswell-boswech01,Chris Boswell,PIT,IND,home,16.00,2,2,4,4,1
2019,9,K,harrison-butker-butkeha01,Harrison Butker,KC,MIN,home,16.00,2,2,4,4,1
2019,9,K,brett-maher-maherbr02,Brett Maher,DAL,NYG,away,15.00,4,4,4,3,1
2019,9,K,michael-badgley-badglmi01,Michael Badgley,LAC,GB,home,14.00,2,2,5,4,0
2019,9,K,austin-seibert-seibeau01,Austin Seibert,CLE,DEN,away,13.00,1,1,4,4,0
2019,9,K,sam-ficken-fickesa01,Sam Ficken,NYJ,MIA,away,12.00,1,1,4,3,1
2019,9,K,aldrick-rosas-rosasal01,Aldrick Rosas,NYG,DAL,home,12.00,1,0,4,4,0
2019,9,K,jake-elliott-ellioja04,Jake Elliott,PHI,CHI,home,10.00,2,1,3,3,0
2019,9,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,JAX,away,10.00,3,2,3,2,1
2019,9,K,matt-gay-gayma02,Matt Gay,TB,SEA,away,10.00,4,4,3,2,0
2019,9,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,BUF,away,9.00,0,0,3,3,0
2019,9,K,nick-folk-folkni01,Nick Folk,NE,BAL,away,8.00,2,2,2,2,0
2019,9,K,jason-myers-myersja02,Jason Myers,SEA,TB,home,8.00,3,2,4,2,0
2019,9,K,daniel-carlson-carlsda01,Daniel Carlson,OAK,DET,home,7.00,4,4,2,1,0
2019,9,K,justin-tucker-tuckeju01,Justin Tucker,BAL,NE,home,7.00,5,4,1,1,0
2019,9,K,stephen-hauschka-hauscst01,Stephen Hauschka,BUF,WAS,home,6.00,3,3,1,1,0
2019,9,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,CLE,home,6.00,3,3,1,1,0
2019,9,K,matt-prater-pratema01,Matt Prater,DET,OAK,away,6.00,3,3,1,1,0
2019,9,K,jason-sanders-sandeja03,Jason Sanders,MIA,NYJ,home,6.00,3,3,2,1,0
2019,9,K,joey-slye-slyejo01,Joey Slye,CAR,TEN,home,6.00,4,3,2,1,0
2019,9,K,dan-bailey-baileda04,Dan Bailey,MIN,KC,away,5.00,3,2,1,1,0
2019,9,K,mason-crosby-crosbma01,Mason Crosby,GB,LAC,away,5.00,0,0,1,1,1
2019,9,K,zane-gonzalez-gonzaza01,Zane Gonzalez,ARI,SF,home,5.00,2,2,1,1,0
2019,9,K,robbie-gould-gouldro01,Robbie Gould,SF,ARI,away,4.00,4,4,0,0,0
2019,9,K,adam-vinatieri-vinatad01,Adam Vinatieri,IND,PIT,away,4.00,2,1,2,1,0
2019,9,K,josh-lambo-lambojo01,Josh Lambo,JAX,HOU,home,3.00,0,0,1,1,0
2019,9,K,eddy-pineiro-pineied01,Eddy Pineiro,CHI,PHI,away,2.00,2,2,0,0,0
2019,9,K,ryan-succop-succory01,Ryan Succop,TEN,CAR,away,2.00,2,2,3,0,0
