year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,sacks,interceptions,safeties,fumble_recoveries,blocked_kicks,defensive_touchdowns,points_against,passing_yards_allowed,rushing_yards_allowed,total_yards_allowed
2013,10,DST,nfl,St. Louis Rams,STL,IND,away,32.00,3.0,4,0,1,0,2,8,388,18,406
2013,10,DST,nfl,New York Giants,NYG,OAK,home,20.00,4.0,1,0,1,1,1,20,106,107,213
2013,10,DST,nfl,Jacksonville Jaguars,JAX,TEN,away,18.00,1.0,1,1,3,0,1,27,279,83,362
2013,10,DST,nfl,Carolina Panthers,CAR,SF,away,17.00,6.0,1,0,1,0,0,9,46,105,151
2013,10,DST,nfl,Oakland Raiders,OAK,NYG,away,16.00,3.0,1,0,2,0,1,24,118,133,251
2013,10,DST,nfl,Cincinnati Bengals,CIN,BAL,away,15.00,5.0,2,0,1,0,0,20,104,85,189
2013,10,DST,nfl,Baltimore Ravens,BAL,CIN,home,15.00,5.0,3,0,0,0,0,17,244,120,364
2013,10,DST,nfl,Arizona Cardinals,ARI,HOU,home,14.00,3.0,0,0,1,1,1,24,159,76,235
2013,10,DST,nfl,San Francisco 49ers,SF,CAR,home,14.00,3.0,1,0,1,0,0,10,141,109,250
2013,10,DST,nfl,Pittsburgh Steelers,PIT,BUF,home,12.00,3.0,1,0,0,0,0,10,132,95,227
2013,10,DST,nfl,Philadelphia Eagles,PHI,GB,away,12.00,1.0,2,0,0,0,0,13,297,99,396
2013,10,DST,nfl,Seattle Seahawks,SEA,ATL,away,11.00,2.0,0,0,1,0,0,10,162,64,226
2013,10,DST,nfl,Tampa Bay Buccaneers,TB,MIA,home,10.00,2.0,1,1,0,0,0,19,211,2,213
2013,10,DST,nfl,Detroit Lions,DET,CHI,away,8.00,2.0,1,0,0,0,0,19,300,38,338
2013,10,DST,nfl,Denver Broncos,DEN,SD,away,8.00,4.0,0,0,0,0,0,20,198,131,329
2013,10,DST,nfl,Houston Texans,HOU,ARI,away,8.00,1.0,1,0,2,0,0,27,235,97,332
2013,10,DST,nfl,Tennessee Titans,TEN,JAX,home,7.00,3.0,2,0,0,0,0,29,160,54,214
2013,10,DST,nfl,Buffalo Bills,BUF,PIT,away,7.00,4.0,1,0,0,0,0,23,164,136,300
2013,10,DST,nfl,New Orleans Saints,NO,DAL,home,7.00,3.0,0,0,0,0,0,17,104,89,193
2013,10,DST,nfl,Green Bay Packers,GB,PHI,home,6.00,3.0,0,0,1,0,0,27,211,204,415
2013,10,DST,nfl,Minnesota Vikings,MIN,WAS,home,5.00,4.0,0,0,0,0,0,27,242,191,433
2013,10,DST,nfl,Miami Dolphins,MIA,TB,away,5.00,2.0,1,0,0,0,0,22,124,140,264
2013,10,DST,nfl,Indianapolis Colts,IND,STL,home,4.00,2.0,0,0,1,0,0,38,232,140,372
2013,10,DST,nfl,San Diego Chargers,SD,DEN,home,4.00,2.0,0,0,1,0,0,28,313,84,397
2013,10,DST,nfl,Chicago Bears,CHI,DET,home,3.00,0.0,1,0,0,0,0,21,219,145,364
2013,10,DST,nfl,Washington Redskins,WAS,MIN,away,3.00,1.0,1,0,0,0,0,34,216,91,307
2013,10,DST,nfl,Dallas Cowboys,DAL,NO,away,3.00,1.0,0,0,1,0,0,49,383,242,625
2013,10,DST,nfl,Atlanta Falcons,ATL,SEA,home,1.00,1.0,0,0,0,0,0,33,279,211,490
