year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2020,4,K,sam-ficken-fickesa01,Sam Ficken,NYJ,DEN,home,18.00,1,1,5,5,1
2020,4,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,NYJ,away,17.00,4,4,3,3,2
2020,4,K,randy-bullock-bullora01,Randy Bullock,CIN,JAX,home,15.00,3,3,4,4,0
2020,4,K,aldrick-rosas-rosasal01,Aldrick Rosas,JAX,CIN,away,15.00,1,1,5,4,1
2020,4,K,jason-sanders-sandeja03,Jason Sanders,MIA,SEA,home,15.00,0,0,5,5,0
2020,4,K,rodrigo-blankenship-blankro01,Rodrigo Blankenship,IND,CHI,away,13.00,1,1,4,4,0
2020,4,K,daniel-carlson-carlsda01,Daniel Carlson,LV,BUF,home,13.00,2,2,3,3,1
2020,4,K,kaimi-fairbairn-fairbka01,Ka'imi Fairbairn,HOU,MIN,home,13.00,2,2,3,3,1
2020,4,K,cody-parkey-parkeco02,Cody Parkey,CLE,DAL,away,11.00,5,5,2,2,0
2020,4,K,michael-badgley-badglmi01,Michael Badgley,LAC,TB,away,9.00,4,4,2,1,1
2020,4,K,graham-gano-ganogr01,Graham Gano,NYG,LA,away,9.00,0,0,3,3,0
2020,4,K,jason-myers-myersja02,Jason Myers,SEA,MIA,away,9.00,4,4,1,1,1
2020,4,K,harrison-butker-butkeha01,Harrison Butker,KC,NE,home,8.00,3,2,2,2,0
2020,4,K,ryan-succop-succory01,Ryan Succop,TB,LAC,home,8.00,5,5,2,1,0
2020,4,K,dan-bailey-baileda04,Dan Bailey,MIN,HOU,away,7.00,4,4,2,1,0
2020,4,K,joey-slye-slyejo01,Joey Slye,CAR,ARI,home,7.00,4,4,2,1,0
2020,4,K,justin-tucker-tuckeju01,Justin Tucker,BAL,WAS,away,7.00,4,4,1,1,0
2020,4,K,tyler-bass-bassty01,Tyler Bass,BUF,LV,away,6.00,4,3,1,1,0
2020,4,K,mason-crosby-crosbma01,Mason Crosby,GB,ATL,home,6.00,4,3,1,1,0
2020,4,K,jake-elliott-ellioja04,Jake Elliott,PHI,SF,away,5.00,2,2,1,1,0
2020,4,K,dustin-hopkins-hopkidu01,Dustin Hopkins,WAS,BAL,home,5.00,2,2,2,1,0
2020,4,K,wil-lutz-lutzwi01,Wil Lutz,NO,DET,away,5.00,5,5,0,0,0
2020,4,K,samuel-sloman-slomasa01,Samuel Sloman,NYG,LA,away,5.00,2,2,1,1,0
2020,4,K,nick-folk-folkni01,Nick Folk,NE,KC,away,4.00,1,1,1,1,0
2020,4,K,elliott-fry-fryel01,Elliott Fry,ATL,GB,away,4.00,2,1,1,1,0
2020,4,K,zane-gonzalez-gonzaza01,Zane Gonzalez,ARI,CAR,away,3.00,3,3,0,0,0
2020,4,K,matt-prater-pratema01,Matt Prater,DET,NO,home,3.00,3,3,0,0,0
2020,4,K,cairo-santos-santoca01,Cairo Santos,CHI,IND,home,3.00,0,0,1,1,0
2020,4,K,robbie-gould-gouldro01,Robbie Gould,SF,PHI,home,2.00,2,2,0,0,0
2020,4,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,DAL,CLE,home,2.00,2,2,0,0,0
