year,week,position,player_code,player_name,team,opponent,home_away,fantasy_points,pat_attempts,pat_made,field_goal_att,field_goal_made,field_goal_made_50_yards
2014,10,K,mason-crosby-crosbma01,Mason Crosby,GB,CHI,home,15.00,7,7,2,2,1
2014,10,K,matt-bryant-bryanma01,Matt Bryant,ATL,TB,away,13.00,1,1,4,4,0
2014,10,K,caleb-sturgis-sturgca01,Caleb Sturgis,MIA,DET,away,12.00,1,1,3,3,1
2014,10,K,brandon-mcmanus-mcmanbr01,Brandon McManus,DEN,OAK,away,11.00,5,5,2,2,0
2014,10,K,matt-prater-pratema01,Matt Prater,DET,MIA,home,10.00,2,2,3,2,1
2014,10,K,dan-bailey-baileda04,Dan Bailey,DAL,JAX,away,9.00,4,4,2,1,1
2014,10,K,phil-dawson-dawsoph01,Phil Dawson,SF,NO,away,9.00,3,3,2,2,0
2014,10,K,cody-parkey-parkeco02,Cody Parkey,CAR,PHI,away,9.00,6,6,1,1,0
2014,10,K,shaun-suisham-suishsh01,Shaun Suisham,PIT,NYJ,away,9.00,1,1,3,2,1
2014,10,K,nick-folk-folkni01,Nick Folk,NYJ,PIT,home,8.00,2,2,3,2,0
2014,10,K,stephen-hauschka-hauscst01,Stephen Hauschka,SEA,NYG,home,8.00,5,5,1,1,0
2014,10,K,dan-carpenter-carpeda01,Dan Carpenter,BUF,KC,home,7.00,1,1,2,2,0
2014,10,K,chandler-catanzaro-catanch01,Chandler Catanzaro,ARI,STL,home,7.00,4,4,2,1,0
2014,10,K,patrick-murray-murrapa02,Patrick Murray,TB,ATL,home,7.00,2,2,1,1,1
2014,10,K,billy-cundiff-cundibi01,Billy Cundiff,CLE,CIN,away,6.00,3,3,2,1,0
2014,10,K,shayne-graham-grahash01,Shayne Graham,NO,SF,home,6.00,3,3,1,1,0
2014,10,K,josh-brown-brownjo05,Josh Brown,NYG,SEA,away,5.00,2,2,1,1,0
2014,10,K,sebastian-janikowski-janikse01,Sebastian Janikowski,OAK,DEN,home,5.00,2,2,1,1,0
2014,10,K,cairo-santos-santoca01,Cairo Santos,KC,BUF,away,5.00,2,2,1,1,0
2014,10,K,graham-gano-ganogr01,Graham Gano,CAR,PHI,away,3.00,3,3,0,0,0
2014,10,K,mike-nugent-nugenmi01,Mike Nugent,CIN,CLE,home,3.00,0,0,1,1,0
2014,10,K,justin-tucker-tuckeju01,Justin Tucker,BAL,TEN,home,3.00,3,3,0,0,0
2014,10,K,robbie-gould-gouldro01,Robbie Gould,CHI,GB,away,2.00,2,2,0,0,0
2014,10,K,greg-zuerlein-zuerlgr01,Greg Zuerlein,STL,ARI,away,2.00,2,2,0,0,0
2014,10,K,josh-scobee-scobejo02,Josh Scobee,JAX,DAL,home,1.00,1,1,0,0,0
2014,10,K,ryan-succop-succory01,Ryan Succop,TEN,BAL,away,1.00,1,1,0,0,0
